"","rowname","phi1","phi2","phi3","phi4","phi5","phi6","phi7","phi8","phi9","phi10","ve","sigma2","rho","tslength","approach","maxE","iter"
"1","N_total",0.0928734092883997,4.64329622959346e-260,0.174345314673274,4.64329622959346e-260,2.27166477890432e-70,0.0346243295480388,2.27166477890432e-70,4.64329622959346e-260,4.64329622959346e-260,2.94108339848014e-14,0.01,1.60404795848275,0.499999826518018,100,"TAindex",10,1
"2","5yrs20ages",0.681146602799446,0.592545680210932,NA,NA,NA,NA,NA,NA,NA,NA,0.107872473013944,1.10927817234375,0.979117156713964,5,"hier",2,1
"3","10yrs10ages",0.0388110832257768,0.00181332600039224,0.718576104795625,NA,NA,NA,NA,NA,NA,NA,0.01,2.06516547283254,0.983433874265615,10,"hier",3,1
"4","20yrs5ages",0.310550311593617,0.0830495985425665,0.435959203335567,0.0794186694332499,NA,NA,NA,NA,NA,NA,0.01,0.749176266905491,0.998559881384146,20,"hier",4,1
"5","25yrs4ages",0.0107681891020405,0.0124447432861953,0.575966668961827,0.0584564735567802,0,NA,NA,NA,NA,NA,0.01,1.36564470989473,0.989247683758105,25,"hier",5,1
"6","N_total",0.0945625822229947,0,0.179801274319364,0,1.72252668775837e-140,0.0321543341363002,0,0,0,1.71415472429149e-26,0.01,1.59288649803084,0.499999826518018,100,"TAindex",10,2
"7","5yrs20ages",0.708721128679209,0.453128127870194,NA,NA,NA,NA,NA,NA,NA,NA,0.114060082421981,1.08170107986494,0.972496691658266,5,"hier",2,2
"8","10yrs10ages",0.0319383092948359,0.00123831648394594,0.554710228780793,NA,NA,NA,NA,NA,NA,NA,0.01,3.05608097262988,0.987070325507148,10,"hier",3,2
"9","20yrs5ages",0,0.0443823534624617,0.55408815146139,0.134466291261253,NA,NA,NA,NA,NA,NA,0.01,1.02738497273058,0.998837047957715,20,"hier",4,2
"10","25yrs4ages",0.00275070930620222,0.0417308804563059,0.528305298361632,0.0782912819722402,0,NA,NA,NA,NA,NA,0.01,1.29426758489333,0.991392427670407,25,"hier",5,2
"11","N_total",0.0939903056177672,4.64329622959346e-260,0.176422285137871,4.64329622959346e-260,2.27166477890432e-70,0.0327145254824209,4.64329622959346e-260,4.64329622959346e-260,4.64329622959346e-260,4.23872475194712e-14,0.01,1.60566204925328,0.499999826518018,100,"TAindex",10,3
"12","5yrs20ages",0.645036436811555,0.488591877403295,NA,NA,NA,NA,NA,NA,NA,NA,0.124644321995645,1.07181834251791,0.975170907183371,5,"hier",2,3
"13","10yrs10ages",0.0277348221634646,0.00139663086459808,0.578366235586436,NA,NA,NA,NA,NA,NA,NA,0.01,2.86013031427177,0.987035511309974,10,"hier",3,3
"14","20yrs5ages",0.048780651281741,0.0490302920451953,0.360239837607464,4.59775138097311e-249,NA,NA,NA,NA,NA,NA,0.01,1.90158590065094,0.998877716025613,20,"hier",4,3
"15","25yrs4ages",4.65024239785092e-39,0.0928324523803917,0.0857433621783204,0.0837516603704518,0,NA,NA,NA,NA,NA,0.01,1.4550031155672,0.992417144807966,25,"hier",5,3
"16","N_total",0.0925872379269168,0,0.175274984734692,0,4.59775138097311e-249,0.0304861526837474,4.59775138097311e-249,0,0,2.81681902140674e-62,0.01,1.63922906467606,0.500000076493016,100,"TAindex",10,4
"17","5yrs20ages",0.633122286473871,0.550613814114973,NA,NA,NA,NA,NA,NA,NA,NA,0.140292513977007,1.04573215702954,0.976539359327652,5,"hier",2,4
"18","10yrs10ages",0.0310102011058214,0.0018046984235113,0.919917900905774,NA,NA,NA,NA,NA,NA,NA,0.01,1.93755179796805,0.984708906786414,10,"hier",3,4
"19","20yrs5ages",0.161722094757033,0.048662551545518,0.428632268587367,0.0097488681809674,NA,NA,NA,NA,NA,NA,0.01,1.15458281178884,0.998580293431108,20,"hier",4,4
"20","25yrs4ages",0.00583145383531093,0.0174336241521128,0.334926400721734,0.0562633459801929,0,NA,NA,NA,NA,NA,0.01,1.6613623875138,0.991449927963077,25,"hier",5,4
"21","N_total",0.0961956791341505,0,0.186061569621422,0,2.38379870040001e-227,0.0294269551381179,2.38379870040001e-227,0,0,1.37693264811046e-11,0.01,1.57624352780065,0.499999826518018,100,"TAindex",10,5
"22","5yrs20ages",0.704056618904553,0.468512649235504,NA,NA,NA,NA,NA,NA,NA,NA,0.109243723444993,1.13899529453354,0.977189394730184,5,"hier",2,5
"23","10yrs10ages",0.0368918245916728,0.00152189896930482,0.531777162393236,NA,NA,NA,NA,NA,NA,NA,0.01,3.20471989193671,0.98693265347731,10,"hier",3,5
"24","20yrs5ages",0,0.0590290885478725,0.793441159257657,0.12819202987684,NA,NA,NA,NA,NA,NA,0.01,0.928084729556388,0.998733058971561,20,"hier",4,5
"25","25yrs4ages",0.00658143226170258,0.0176597948012352,0.534279433735779,0.0645716069942889,0,NA,NA,NA,NA,NA,0.01,1.40018575676976,0.991106016454404,25,"hier",5,5
"26","N_total",0.100055578208206,1.72734147532588e-303,0.196087584563497,1.72734147532588e-303,1.25979680706037e-99,0.0274001270354892,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,3.32358131896775e-19,0.01,1.5399605584683,0.499999826518018,100,"TAindex",10,6
"27","5yrs20ages",0.806477916519349,0.52343524997888,NA,NA,NA,NA,NA,NA,NA,NA,0.14249887309564,1.02063013002532,0.977553650952432,5,"hier",2,6
"28","10yrs10ages",0.0470535787000035,0.00095103916678495,0.738997646586682,NA,NA,NA,NA,NA,NA,NA,0.01,1.87144059844334,0.978434444078518,10,"hier",3,6
"29","20yrs5ages",0,0.0833916132637632,0.47591207598502,0.00704317365673225,NA,NA,NA,NA,NA,NA,0.01,1.53684963318635,0.996981161245345,20,"hier",4,6
"30","25yrs4ages",0.00131233172899439,0.0516635025078286,0.472914724871226,0.0885498721997617,0,NA,NA,NA,NA,NA,0.01,1.11155805577416,0.995575726030048,25,"hier",5,6
"31","N_total",0.0944491663245102,1.24817241893004e-216,0.179571471186978,1.24817241893004e-216,4.71022102939469e-50,0.0313279883340042,4.71022102939469e-50,1.24817241893004e-216,1.24817241893004e-216,9.9017438514848e-11,0.01,1.60780801056998,0.499999826518018,100,"TAindex",10,7
"32","5yrs20ages",0.599801916012943,0.518009403035183,NA,NA,NA,NA,NA,NA,NA,NA,0.130308103431858,1.08167990524857,0.977549528822149,5,"hier",2,7
"33","10yrs10ages",0.0253100891423972,0.00164003371795234,0.602880321243917,NA,NA,NA,NA,NA,NA,NA,0.01,2.71943754363688,0.986982199237445,10,"hier",3,7
"34","20yrs5ages",0.0639096578364737,0.0417161153409903,0.324504295957116,1.71039844560747e-292,NA,NA,NA,NA,NA,NA,0.01,1.9394782196783,0.998931000281374,20,"hier",4,7
"35","25yrs4ages",2.02867789112512e-22,0.0696868194559375,0.112900788576139,0.0765403583699062,0,NA,NA,NA,NA,NA,0.01,1.62598544925917,0.992627159579023,25,"hier",5,7
"36","N_total",0.0956485814537995,0,0.184603622904451,0,0,0.0289303755071655,0,0,0,5.36256095836776e-67,0.01,1.58987818608696,0.500000076493016,100,"TAindex",10,8
"37","5yrs20ages",0.690972049976175,0.479868721717894,NA,NA,NA,NA,NA,NA,NA,NA,0.110297234074576,1.14525178009153,0.978521311791565,5,"hier",2,8
"38","10yrs10ages",0.0375642075475521,0.00162512815339276,0.526498727988005,NA,NA,NA,NA,NA,NA,NA,0.01,3.2044594161686,0.986892726767204,10,"hier",3,8
"39","20yrs5ages",0.173906302151676,0.0329347094350052,0.583572246605355,0.167914130772994,NA,NA,NA,NA,NA,NA,0.01,0.807352755106257,0.998777471564126,20,"hier",4,8
"40","25yrs4ages",0.00663011974501205,0.0164674763459984,0.519975476530163,0.0626345746356007,0,NA,NA,NA,NA,NA,0.01,1.42285814632724,0.991335969927701,25,"hier",5,8
"41","N_total",0.0972769021884782,0,0.185947653853642,0,0,0.0296789230029242,0,0,0,1.92510527205032e-56,0.01,1.56017266511048,0.499999826518018,100,"TAindex",10,9
"42","5yrs20ages",0.71926679203377,0.453117818348083,NA,NA,NA,NA,NA,NA,NA,NA,0.108170433328721,1.11923372283286,0.974641144004157,5,"hier",2,9
"43","10yrs10ages",0.0350907336234706,0.00132160950104153,0.532401307647285,NA,NA,NA,NA,NA,NA,NA,0.01,3.17716114756686,0.987140428899789,10,"hier",3,9
"44","20yrs5ages",0,0.0517845803466081,0.698238596007542,0.140930053710659,NA,NA,NA,NA,NA,NA,0.01,0.93177597528018,0.998764740436571,20,"hier",4,9
"45","25yrs4ages",0.00451164059866537,0.0237965409654336,0.529457438167305,0.0668657656769367,0,NA,NA,NA,NA,NA,0.01,1.45214245257189,0.991472083421686,25,"hier",5,9
"46","N_total",0.0924851719887777,8.95575689687982e-282,0.175195215764749,8.95575689687982e-282,1.14325351148341e-83,0.031514353353024,1.14325351148341e-83,8.95575689687982e-282,8.95575689687982e-282,1.44474688474476e-16,0.01,1.63145339853711,0.500000076493016,100,"TAindex",10,10
"47","5yrs20ages",0.630277345785319,0.625515373518859,NA,NA,NA,NA,NA,NA,NA,NA,0.135825954514583,1.03575803254462,0.976694438924409,5,"hier",2,10
"48","10yrs10ages",0.0331208118683138,0.00139510882603289,0.922231142894675,NA,NA,NA,NA,NA,NA,NA,0.01,1.93235241332946,0.984656636273625,10,"hier",3,10
"49","20yrs5ages",0.214451076841849,0.0585303220028584,0.468150705202605,0.0223023452271603,NA,NA,NA,NA,NA,NA,0.01,0.944830243035924,0.998513942562646,20,"hier",4,10
"50","25yrs4ages",0.00740282553031027,0.0139008857883201,0.382849970653074,0.0551602413294811,0,NA,NA,NA,NA,NA,0.01,1.60820620131979,0.990680377030928,25,"hier",5,10
"51","N_total",0.0942629740552988,1.72734147532588e-303,0.179570349553139,1.72734147532588e-303,1.25979680706037e-99,0.0291405412436783,1.25979680706037e-99,1.72734147532588e-303,1.72734147532588e-303,2.45094225395538e-19,0.01,1.63122949937284,0.499999826518018,100,"TAindex",10,11
"52","5yrs20ages",0.625050732581316,0.52261151879183,NA,NA,NA,NA,NA,NA,NA,NA,0.140576972469475,1.05635617883697,0.976959217158652,5,"hier",2,11
"53","10yrs10ages",0.028470626568373,0.00209422171703447,0.861821988081854,NA,NA,NA,NA,NA,NA,NA,0.01,2.0460401304266,0.985085647992338,10,"hier",3,11
"54","20yrs5ages",0.120559612547153,0.0394015848391419,0.372415247826076,0.00336129056206838,NA,NA,NA,NA,NA,NA,0.01,1.47911791113797,0.998703457492237,20,"hier",4,11
"55","25yrs4ages",0.00447419436417716,0.0225750235572576,0.288521488370717,0.0591155052642384,0,NA,NA,NA,NA,NA,0.01,1.69418389990313,0.992074324352237,25,"hier",5,11
"56","N_total",0.0929199663883021,0,0.176051339841296,0,8.86791227702778e-271,0.0300753517473888,8.86791227702778e-271,0,0,3.44582877056722e-74,0.01,1.63556811212489,0.499999826518018,100,"TAindex",10,12
"57","5yrs20ages",0.632079500201481,0.537935692785934,NA,NA,NA,NA,NA,NA,NA,NA,0.140631960430812,1.04901716182866,0.976637886427094,5,"hier",2,12
"58","10yrs10ages",0.0302819540219947,0.0019091591029914,0.90747698173529,NA,NA,NA,NA,NA,NA,NA,0.01,1.95816817080173,0.984783725217068,10,"hier",3,12
"59","20yrs5ages",0.148102135690688,0.0459811496794093,0.411730456817136,0.00724892254302493,NA,NA,NA,NA,NA,NA,0.01,1.23433499757719,0.998608196837575,20,"hier",4,12
"60","25yrs4ages",0.00538641407279426,0.0190134380463794,0.319530805074302,0.0571737106100569,0,NA,NA,NA,NA,NA,0.01,1.67073985876453,0.991648058669887,25,"hier",5,12
"61","N_total",0.0948731728188706,3.35523367526795e-173,0.179669519102874,3.35523367526795e-173,6.05143924918802e-36,0.0300966531703416,6.05143924918802e-36,3.35523367526795e-173,3.35523367526795e-173,2.78714235424159e-08,0.01,1.61566247672226,0.499999826518018,100,"TAindex",10,13
"62","5yrs20ages",0.549690579625484,0.607787593301603,NA,NA,NA,NA,NA,NA,NA,NA,0.140387528150773,1.13731179170559,0.984325086636525,5,"hier",2,13
"63","10yrs10ages",0.0371861436730083,0.00162051078373893,0.663145697210212,NA,NA,NA,NA,NA,NA,NA,0.01,2.63583801796829,0.983036011306287,10,"hier",3,13
"64","20yrs5ages",0.176589994708112,0.0421911708476552,0.503887338274543,0.0279993370858704,NA,NA,NA,NA,NA,NA,0.01,1.0975310566639,0.996311702423398,20,"hier",4,13
"65","25yrs4ages",0.00238630831609222,0.0354432786170033,0.417501289965898,0.0696069506691993,0,NA,NA,NA,NA,NA,0.01,1.32052392489423,0.995155243935392,25,"hier",5,13
"66","N_total",0.0956380812219198,0,0.184642300290759,0,6.40793014918467e-184,0.0292785234216201,6.40793014918467e-184,0,0,5.91502567681472e-09,0.01,1.59217105035436,0.499999826518018,100,"TAindex",10,14
"67","5yrs20ages",0.681958400583505,0.489063834644303,NA,NA,NA,NA,NA,NA,NA,NA,0.111570443222302,1.14713824500323,0.979191237829392,5,"hier",2,14
"68","10yrs10ages",0.0378915967739092,0.0016931749820375,0.529100493733403,NA,NA,NA,NA,NA,NA,NA,0.01,3.20533910869148,0.986809327330688,10,"hier",3,14
"69","20yrs5ages",0.206092195376874,0.0306883661058994,0.560086040262545,0.166261921754188,NA,NA,NA,NA,NA,NA,0.01,0.817746424013039,0.998792882032416,20,"hier",4,14
"70","25yrs4ages",0.00641769435721352,0.0162200119553106,0.511854978190027,0.0616405437789378,0,NA,NA,NA,NA,NA,0.01,1.45766976428226,0.991571580235803,25,"hier",5,14
"71","N_total",0.0914352907455378,0,0.17262761964319,0,6.40793014918467e-184,0.0321723895199851,6.40793014918467e-184,0,0,5.91502567681472e-09,0.01,1.64012887399833,0.499999826518018,100,"TAindex",10,15
"72","5yrs20ages",0.631176359173849,0.745448290240125,NA,NA,NA,NA,NA,NA,NA,NA,0.116509667723521,1.05680382128662,0.979596969701033,5,"hier",2,15
"73","10yrs10ages",0.0353212935455134,0.000989597013800064,0.830908465253735,NA,NA,NA,NA,NA,NA,NA,0.01,2.02612109501063,0.984559207082437,10,"hier",3,15
"74","20yrs5ages",0.290506400672911,0.0699824414181484,0.458548206429943,0.0479233738022183,NA,NA,NA,NA,NA,NA,0.01,0.798387526011195,0.998537615791842,20,"hier",4,15
"75","25yrs4ages",0.0102881714887409,0.0111027757399038,0.457177391264322,0.0537897160747153,0,NA,NA,NA,NA,NA,0.01,1.51691672572188,0.989910312464729,25,"hier",5,15
"76","N_total",0.0940559998512848,2.40741236324407e-238,0.177133732203782,2.40741236324407e-238,2.7427043481019e-59,0.0324000613622737,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,3.55766343402807e-12,0.01,1.606419810228,0.500000076493016,100,"TAindex",10,16
"77","5yrs20ages",0.62441970375925,0.5019848680728,NA,NA,NA,NA,NA,NA,NA,NA,0.126884766557652,1.07680778258009,0.976297321921826,5,"hier",2,16
"78","10yrs10ages",0.0268310366414965,0.00149181007504648,0.588746510331915,NA,NA,NA,NA,NA,NA,NA,0.01,2.78019851985291,0.986897282293559,10,"hier",3,16
"79","20yrs5ages",0.0546778008002217,0.0461489768349773,0.34570762657618,3.05600675307394e-90,NA,NA,NA,NA,NA,NA,0.01,1.91304593118423,0.998922984032763,20,"hier",4,16
"80","25yrs4ages",0,0.0841332905010445,0.0932492225365681,0.0812495886811683,0,NA,NA,NA,NA,NA,0.01,1.50398654017423,0.992438110567303,25,"hier",5,16
"81","N_total",0.0948544861932819,0,0.180828367074773,0,3.32232308712775e-162,0.0310723817209676,0,0,0,2.79703182435066e-31,0.01,1.592253587364,0.500000076493016,100,"TAindex",10,17
"82","5yrs20ages",0.714540557655688,0.451782016432362,NA,NA,NA,NA,NA,NA,NA,NA,0.112030808404637,1.08913268314626,0.972751790644199,5,"hier",2,17
"83","10yrs10ages",0.0327322609127913,0.00122706184130505,0.54677642668852,NA,NA,NA,NA,NA,NA,NA,0.01,3.09127967515622,0.987098187604931,10,"hier",3,17
"84","20yrs5ages",0,0.045560023455406,0.582808891378425,0.139598310740021,NA,NA,NA,NA,NA,NA,0.01,0.995409669444534,0.998817741693843,20,"hier",4,17
"85","25yrs4ages",0.00347297743461725,0.0362153933820794,0.542266316336276,0.0757633134404432,0,NA,NA,NA,NA,NA,0.01,1.29996061180823,0.991247149124799,25,"hier",5,17
"86","N_total",0.0954230191992781,0,0.182315726976332,0,8.93079364115962e-119,0.0289529599848493,8.93079364115962e-119,0,0,1.16086750320934e-22,0.01,1.60396213071693,0.500000076493016,100,"TAindex",10,18
"87","5yrs20ages",0.595533366847087,0.523177384118417,NA,NA,NA,NA,NA,NA,NA,NA,0.135945268223431,1.0735984498932,0.977959340305263,5,"hier",2,18
"88","10yrs10ages",0.0244182750133939,0.00192076433987072,0.656099411234826,NA,NA,NA,NA,NA,NA,NA,0.01,2.51583816089652,0.986757146406188,10,"hier",3,18
"89","20yrs5ages",0.0826091481711974,0.0373965076265463,0.311923486254794,0,NA,NA,NA,NA,NA,NA,0.01,1.86858899543173,0.998823164745004,20,"hier",4,18
"90","25yrs4ages",0.00219595656759285,0.0409405089559264,0.192529737907488,0.0672019432669442,0,NA,NA,NA,NA,NA,0.01,1.67976382961677,0.992775974526308,25,"hier",5,18
"91","N_total",0.0958926722256347,0,0.185418645641651,0,6.40793014918467e-184,0.0286079762390912,6.40793014918467e-184,0,0,5.91502567681472e-09,0.01,1.59079723406871,0.499999826518018,100,"TAindex",10,19
"92","5yrs20ages",0.679354728198809,0.490456800051076,NA,NA,NA,NA,NA,NA,NA,NA,0.111578552837806,1.14846881991646,0.979410979237438,5,"hier",2,19
"93","10yrs10ages",0.0379674424527641,0.00170865486390543,0.525895183832363,NA,NA,NA,NA,NA,NA,NA,0.01,3.20237755633343,0.986832024926222,10,"hier",3,19
"94","20yrs5ages",0.209638867625125,0.0304362705001522,0.559033695860275,0.164041133505696,NA,NA,NA,NA,NA,NA,0.01,0.819140368374357,0.998794732649118,20,"hier",4,19
"95","25yrs4ages",0.00647064882423084,0.0163279593405706,0.511161689645833,0.0620223349645864,0,NA,NA,NA,NA,NA,0.01,1.43541251374092,0.991538761775347,25,"hier",5,19
"96","N_total",0.0939336790215612,0,0.177419213692323,0,8.93079364115962e-119,0.0328949572762307,0,0,0,1.67305620171373e-22,0.01,1.59721550894662,0.500000076493016,100,"TAindex",10,20
"97","5yrs20ages",0.631798819370242,0.49773553446243,NA,NA,NA,NA,NA,NA,NA,NA,0.126187536602805,1.07486100651453,0.975860975848035,5,"hier",2,20
"98","10yrs10ages",0.0270482692455901,0.00145926046273636,0.585158453890875,NA,NA,NA,NA,NA,NA,NA,0.01,2.82425165386247,0.986999728394322,10,"hier",3,20
"99","20yrs5ages",0.0529403022740294,0.0471912202437642,0.350333754272603,1.4888259005399e-236,NA,NA,NA,NA,NA,NA,0.01,1.90785628767405,0.998908982919231,20,"hier",4,20
"100","25yrs4ages",0,0.0866472994775594,0.0911774577599199,0.0819320456203448,0,NA,NA,NA,NA,NA,0.01,1.49484447659885,0.992448483096492,25,"hier",5,20
"101","N_total",0.0957258354427483,6.47140644105648e-195,0.183301769684025,6.47140644105648e-195,2.3375443734317e-42,0.0292468203495993,2.3375443734317e-42,6.47140644105648e-195,6.47140644105648e-195,2.14671277252129e-09,0.01,1.58974207734463,0.500000076493016,100,"TAindex",10,21
"102","5yrs20ages",0.593821569627725,0.52433545951379,NA,NA,NA,NA,NA,NA,NA,NA,0.135525324687049,1.07490601398302,0.977989948528881,5,"hier",2,21
"103","10yrs10ages",0.024297233178768,0.00190493682594474,0.649257738551693,NA,NA,NA,NA,NA,NA,NA,0.01,2.54483402840557,0.986813444087643,10,"hier",3,21
"104","20yrs5ages",0.0809402554609706,0.0374407285728516,0.311585244722309,0,NA,NA,NA,NA,NA,NA,0.01,1.88620203439017,0.998839531071206,20,"hier",4,21
"105","25yrs4ages",0.00204399347921825,0.0430262359282443,0.187201046336341,0.0688581974426389,0,NA,NA,NA,NA,NA,0.01,1.65569027132841,0.992713069064713,25,"hier",5,21
"106","N_total",0.095234301133714,0,0.181620830203157,0,8.93079364115962e-119,0.0291517265512766,8.93079364115962e-119,0,0,1.16086750320934e-22,0.01,1.59969359541476,0.500000076493016,100,"TAindex",10,22
"107","5yrs20ages",0.595398906902914,0.522676274166638,NA,NA,NA,NA,NA,NA,NA,NA,0.135799394301928,1.07382819680159,0.977976428341776,5,"hier",2,22
"108","10yrs10ages",0.0244362283662321,0.00190472913719833,0.652886555338643,NA,NA,NA,NA,NA,NA,NA,0.01,2.52264738038527,0.986790387960457,10,"hier",3,22
"109","20yrs5ages",0.0822899153885424,0.0375567591394715,0.312097770384393,0,NA,NA,NA,NA,NA,NA,0.01,1.8656321354689,0.998824752228565,20,"hier",4,22
"110","25yrs4ages",0.00214595230112468,0.0418146445381915,0.190310516063237,0.0677363909247262,0,NA,NA,NA,NA,NA,0.01,1.66868101594623,0.992746802364695,25,"hier",5,22
"111","N_total",0.0963560260520892,0,0.186428746769879,0,8.86791227702778e-271,0.0288059623021758,8.86791227702778e-271,0,0,2.22499699430362e-15,0.01,1.58301735134287,0.499999826518018,100,"TAindex",10,23
"112","5yrs20ages",0.668928928762509,0.501230406050287,NA,NA,NA,NA,NA,NA,NA,NA,0.113186791987027,1.1495290622588,0.980038081431225,5,"hier",2,23
"113","10yrs10ages",0.0382504731005701,0.00177834493926191,0.529994989997327,NA,NA,NA,NA,NA,NA,NA,0.01,3.20332804609383,0.986732621552019,10,"hier",3,23
"114","20yrs5ages",0.231938015191663,0.0294018565149057,0.549272147762225,0.161018880429243,NA,NA,NA,NA,NA,NA,0.01,0.829827365209366,0.998801635420725,20,"hier",4,23
"115","25yrs4ages",0.00625144515108927,0.0165244718905163,0.507449493552264,0.0622369097419749,0,NA,NA,NA,NA,NA,0.01,1.4448229995873,0.991661730272987,25,"hier",5,23
"116","N_total",0.0937209488241238,0,0.175445178359444,0,1.23592943010033e-205,0.0331208573572443,0,0,0,6.42815753578576e-44,0.01,1.60513172969728,0.500000076493016,100,"TAindex",10,24
"117","5yrs20ages",0.652380975397428,0.483323573590831,NA,NA,NA,NA,NA,NA,NA,NA,0.123673807273855,1.07060955265863,0.974821530643192,5,"hier",2,24
"118","10yrs10ages",0.0281427592340218,0.001360034492095,0.573745558734943,NA,NA,NA,NA,NA,NA,NA,0.01,2.87876289249929,0.987064238116844,10,"hier",3,24
"119","20yrs5ages",0.0469016812942521,0.0508118681505338,0.367935120623801,0,NA,NA,NA,NA,NA,NA,0.01,1.87177161639022,0.998836344382001,20,"hier",4,24
"120","25yrs4ages",0,0.0966027888538149,0.0830748262288038,0.0843398704386253,0,NA,NA,NA,NA,NA,0.01,1.4420022468667,0.992434017662431,25,"hier",5,24
"121","N_total",0.0957450217611283,0,0.182356383586386,0,3.32232308712775e-162,0.031234369252025,0,0,0,2.79703182435066e-31,0.01,1.57769540705745,0.500000076493016,100,"TAindex",10,25
"122","5yrs20ages",0.527218998257521,0.620387686467549,NA,NA,NA,NA,NA,NA,NA,NA,0.131226421489487,1.16520788651133,0.984911220755141,5,"hier",2,25
"123","10yrs10ages",0.0387711135384823,0.0024969091419368,0.565414617010694,NA,NA,NA,NA,NA,NA,NA,0.01,3.02501963080039,0.985458689192237,10,"hier",3,25
"124","20yrs5ages",0.27223720477408,0.0309322430859112,0.600893887993783,0.0963332192082727,NA,NA,NA,NA,NA,NA,0.01,0.927821516434878,0.998540218897981,20,"hier",4,25
"125","25yrs4ages",0.00427822783397331,0.0211809214464163,0.429294377092278,0.0584205446201832,0,NA,NA,NA,NA,NA,0.01,1.54052320977511,0.994044798330086,25,"hier",5,25
"126","N_total",0.0924183814436807,8.95575689687982e-282,0.17293410260393,8.95575689687982e-282,1.14325351148341e-83,0.0342320451430744,1.14325351148341e-83,8.95575689687982e-282,8.95575689687982e-282,2.08218657921455e-16,0.01,1.61076797094591,0.500000076493016,100,"TAindex",10,26
