"","index","recnoise","meanpeaks","varprey","meanPeriod","sdperiod","count0peaks"
"1","1",1.74932844593254,0.45,NA,14.5205128205128,0.356954021647074,14
"2","2",-1.89696517119276,0.65,NA,11.3768382352941,0.0202249854492713,7
"3","3",0.697497842210002,0.55,NA,13.8752747252747,0.0362321751295901,9
"4","4",0.551410379953441,0.7,NA,13.6332417582418,0.0134439693661976,6
"5","5",-0.837569630775158,0.8,NA,12.0645833333333,0.00213745490017728,4
"6","6",-0.894155146472527,0.75,NA,12,0,5
"7","7",2.03800687265614,0.65,NA,15.9643181818182,0.847498782655686,12
"8","8",-0.579092871155075,0.6,NA,12.2914583333333,0.0334011098232812,8
"9","9",-0.148319043200921,0.6,NA,12.7114285714286,0.0245450306023552,8
"10","10",0.222171233720813,0.7,NA,13.142380952381,0.00212958854999979,6
"11","11",-1.58898421882175,0.75,NA,11.5246323529412,0.0278743906084751,5
"12","12",0.180586496525547,0.7,NA,13.0957142857143,0.0345430332789169,6
"13","13",-1.36583527006595,0.7,NA,11.6864583333333,0.00465847495312469,6
"14","14",1.9795201097841,0.6,NA,14.7523358585859,0.975693750557657,13
"15","15",0.0210980790396432,0.55,NA,12.8609523809524,0.00478690180904793,9
"16","16",-1.50773505320999,0.8,NA,11.5650735294118,0.00792115639477499,4
"17","17",-0.604940189015407,0.55,NA,12.2283333333333,0.0324893144826973,9
"18","18",0.814234181304254,0.45,NA,14.0763736263736,0.00169117310783267,11
"19","19",0.103089616224841,0.65,NA,13,0,7
"20","20",-1.80396302986784,0.65,NA,11.4022058823529,0.024746023707048,7
"21","21",-0.905397065839847,0.7,NA,12,0,6
"22","22",0.203213590577353,0.75,NA,13.142380952381,0.00212958854999979,5
"23","23",-0.705035181669629,0.65,NA,12.13125,0.00370218048599412,7
"24","24",1.41408202367388,0.3,NA,21.6236111111111,0.0185246091348707,14
"25","25",1.5031067078743,0.3,NA,19.36,0.0820782681668131,14
"26","26",0.859248183161152,0.55,NA,14.1538461538462,0,9
"27","27",0.111519918629236,0.65,NA,13.0704761904762,0.00195424448016219,7
"28","28",0.518624909964195,0.65,NA,13.614010989011,0.0280095006185808,7
"29","29",NA,NA,NA,NA,NA,6
"30","30",1.47757764846983,0.3,NA,19.4572222222222,0.0571439594249948,14
"31","31",0.0417752469971142,0.55,NA,12.9302380952381,0.00233028802347424,9
"32","32",0.355859986016453,0.5,NA,13.3626373626374,0.0112744873855511,10
"33","33",0.458015809788654,0.55,NA,13.5,0.0249571417124249,9
"34","34",0.113892154731572,0.65,NA,13.0704761904762,0.00195424448016219,7
"35","35",-0.381215658613734,0.65,NA,12.4645238095238,0.0143669370201588,7
"36","36",0.46145680599887,0.55,NA,13.5458791208791,0.025164784652208,9
"37","37",-0.470189637926784,0.55,NA,12.3566666666667,0.0326240323286394,9
"38","38",0.139800377482787,0.7,NA,13.0704761904762,0.00195424448016219,6
"39","39",0.0640406867773407,0.6,NA,12.9304761904762,0.00239345090452397,8
"40","40",1.07755650619148,0.5,NA,14.5439102564103,0.0270588920610641,10
"41","41",1.81432634149823,0.35,NA,14.75,0,13
"42","42",0.00130253363687442,0.5,NA,12.8957142857143,0.0348868219376584,10
"43","43",-0.723155655032079,0.7,NA,12.1741666666667,0.0311100668162243,6
"44","44",-0.946280881747254,0.7,NA,11.9360416666667,0.00203900202053985,6
"45","45",0.348516810394529,0.5,NA,13.3549450549451,0.0182144918061455,10
"46","46",1.78525934453369,0.45,NA,16.1363636363636,0.0807748469671497,12
"47","47",0.470278603473781,0.55,NA,13.5260989010989,0.026672861433736,9
"48","48",0.0480356908414508,0.6,NA,12.9411904761905,0.025446249944411,8
"49","49",0.193006676057548,0.75,NA,13.142380952381,0.00212958854999979,5
"50","50",-1.70244783593179,0.7,NA,11.4466911764706,0.0289853964134518,6
"51","51",2.60975107329571,0.4,NA,17.4163636363636,0.0256452188717252,12
"52","52",1.65177121506419,0.6,NA,14.55,0.421774464309898,12
"53","53",1.57573537670953,0.5,NA,17.6018181818182,0.096010003828485,12
"54","54",0.400697088942656,0.45,NA,13.4247252747253,0.0237233540284732,11
"55","55",-0.284429141995884,0.8,NA,12.5690476190476,0.031492302664357,4
"56","56",1.634495508352,0.6,NA,12.5152380952381,0.317675950158312,12
"57","57",0.651202853233859,0.65,NA,13.8489010989011,0.00488199624526723,7
"58","58",-1.6312419933014,0.75,NA,11.4985294117647,0.0150122878098247,5
"59","59",-0.755028819407737,0.7,NA,12.1008333333333,0.0318645708772766,6
"60","60",-1.22030923317705,0.65,NA,11.7689583333333,0.030692393623108,7
"61","61",0.163086106088516,0.75,NA,13.0704761904762,0.00195424448016219,5
"62","62",-0.0487387639314035,0.5,NA,12.7907142857143,0.00699086407042273,10
"63","63",-0.400719990046676,0.65,NA,12.4597619047619,0.0235055787625695,7
"64","64",-0.587892289934036,0.6,NA,12.2641666666667,0.00610579247554236,8
"65","65",-0.782824842879912,0.75,NA,12.11375,0.0281333239793781,5
"66","66",0.981630973451012,0.7,NA,14.3461538461538,0.0367359179185321,6
"67","67",1.25934397112559,0.65,NA,14.8153846153846,0.0312379946834731,7
"68","68",-0.468461934157069,0.55,NA,12.3566666666667,0.0326240323286394,9
"69","69",-0.361298575782253,0.7,NA,12.5066666666667,0.0298142396999971,6
"70","70",0.0500453981819302,0.6,NA,12.9304761904762,0.00239345090452397,8
"71","71",-1.4786796946869,0.8,NA,11.5963235294118,0.0303544741254966,4
"72","72",-2.25071095146267,0.8,NA,11.49,0.0967906041546984,4
"73","73",0.0808507552212542,0.65,NA,12.9830952380952,0.0300564373461961,7
"74","74",0.454638860422846,0.55,NA,13.5,0.0249571417124249,9
"75","75",-0.28141790310735,0.8,NA,12.5690476190476,0.031492302664357,4
"76","76",-0.968527685369756,0.65,NA,11.9358333333333,0.00209426954145836,7
"77","77",-0.753631904729772,0.7,NA,12.1008333333333,0.0318645708772766,6
"78","78",-0.734629075872903,0.7,NA,12.1308333333333,0.00391801954984667,6
"79","79",-1.2658106914981,0.6,NA,11.725625,0.0292846922769283,8
"80","80",0.175808084439602,0.75,NA,13.1419047619048,0.00293136672024329,5
"81","81",-0.998549506637062,0.65,NA,11.9010416666667,0.0322713221141333,7
"82","82",-0.0477858002816901,0.5,NA,12.7907142857143,0.00699086407042273,10
"83","83",0.564272634987534,0.7,NA,13.6815934065934,0.030538827933753,6
"84","84",-0.133172704370858,0.6,NA,12.6980952380952,0.0271316425849801,8
"85","85",-0.827097090737077,0.8,NA,12.0645833333333,0.00213745490017728,4
"86","86",1.68994824221879,0.35,NA,13.6153846153846,0,13
"87","87",0.423230944122151,0.5,NA,13.4739010989011,0.026672861433736,10
"88","88",0.300632137054782,0.6,NA,13.2868131868132,0.00491443511538414,8
"89","89",-0.372038301045854,0.7,NA,12.4645238095238,0.0143669370201588,6
"90","90",1.15388845732866,0.45,NA,14.6144230769231,0.0305147908729993,11
"91","91",-0.0791560916356361,0.5,NA,12.79,0.00671660494259465,10
"92","92",-0.724497156866023,0.7,NA,12.134375,0.0129576317009802,6
"93","93",-0.28227573633908,0.8,NA,12.5690476190476,0.031492302664357,4
"94","94",1.8455299515688,0.3,NA,13.0179487179487,0.531328817466008,14
"95","95",1.03278135156546,0.6,NA,14.4692307692308,0.0157842823397715,8
"96","96",1.48441320267098,0.35,NA,21.8590277777778,0.0393547183911804,13
"97","97",-0.203456478344507,0.7,NA,12.6307142857143,0.0298971862760561,6
"98","98",-0.202414732276175,0.7,NA,12.6307142857143,0.0298971862760561,6
"99","99",1.76913322178666,0.45,NA,14.7712121212121,0.17127174301682,13
"100","100",0.993230630405245,0.7,NA,14.3894230769231,0.0117419086068113,6
"101","101",0.332766791308137,0.55,NA,13.3574175824176,0.0144246260425618,9
"102","102",1.04687602962779,0.55,NA,14.4503205128205,0.0199348180015082,9
"103","103",-0.572426398272656,0.55,NA,12.3079166666667,0.0316718601466063,9
"104","104",-0.665619893559965,0.6,NA,12.205,0.0153896752812775,8
"105","105",-0.872531737660295,0.75,NA,12.0645833333333,0.00213745490017728,5
"106","106",-0.351199344149869,0.7,NA,12.4645238095238,0.0143669370201588,6
"107","107",0.449521352644156,0.5,NA,13.4980769230769,0.0263974131212791,10
"108","108",-1.23960867976261,0.65,NA,11.7508333333333,0.0126525775752711,7
"109","109",-1.11580644609357,0.65,NA,11.825,0.0271044115008428,7
"110","110",-1.07164761161942,0.6,NA,11.8716666666667,0.00418853908291672,8
"111","111",-0.0181851455285255,0.55,NA,12.8783333333333,0.0300564373461961,9
"112","112",-1.20157708622503,0.6,NA,11.7564583333333,0.0213092569045608,8
"113","113",0.501459119945453,0.6,NA,13.5659340659341,0.0226894681850005,8
"114","114",0.12036047536118,0.7,NA,13,0,6
"115","115",0.204410155420858,0.75,NA,13.142380952381,0.00212958854999979,5
"116","116",-0.086302098318778,0.5,NA,12.7433333333333,0.0295932565063071,10
"117","117",0.0435414340812004,0.55,NA,12.9302380952381,0.00233028802347424,9
"118","118",0.647672917143187,0.65,NA,13.8423076923077,0.0198587861956884,7
"119","119",0.295321881737362,0.6,NA,13.2868131868132,0.00491443511538414,8
"120","120",-0.177412154799548,0.65,NA,12.6654761904762,0.0196566177971879,7
"121","121",0.538459371045783,0.65,NA,13.6318681318681,0.0138083706030229,7
"122","122",-1.60770166467004,0.75,NA,11.4985294117647,0.0150122878098247,5
"123","123",0.512693001083114,0.65,NA,13.614010989011,0.0280095006185808,7
"124","124",-0.882191401509993,0.75,NA,12,0,5
"125","125",0.231760967500357,0.7,NA,13.1821428571429,0.0364584132524313,6
"126","126",1.24408054757786,0.65,NA,14.8237179487179,0.0284783114307255,7
"127","127",-0.856550278140317,0.75,NA,12.06125,0.0145660925656669,5
"128","128",-1.54445127589116,0.8,NA,11.5604779411765,0.012074753033027,4
"129","129",-1.0984338507549,0.6,NA,11.828125,0.0291157136388884,8
"130","130",1.37688985094824,0.35,NA,21.7416666666667,0.0256494588021285,13
"131","131",-0.185490661664479,0.65,NA,12.6583333333333,0.0116514401173712,7
"132","132",-1.37168614091587,0.7,NA,11.65625,0.0320618235026611,6
"133","133",-1.15434602627127,0.6,NA,11.80875,0.00587702932477001,8
"134","134",0.107946472095285,0.65,NA,13.0597619047619,0.0258279766456974,7
"135","135",-0.229976405644902,0.7,NA,12.5942857142857,0.0117254668809731,6
"136","136",-0.961397912178631,0.65,NA,12,0,7
"137","137",1.20609617097931,0.6,NA,14.7596153846154,0.00986517646235767,8
"138","138",-0.0293861407194107,0.5,NA,12.86,0.00447773662839643,10
"139","139",1.00130543587582,0.65,NA,14.4217948717949,0.0353926334086919,7
"140","140",0.0209904528569814,0.55,NA,12.8609523809524,0.00478690180904793,9
"141","141",0.503557161634153,0.6,NA,13.5659340659341,0.0226894681850005,8
"142","142",0.972089267377594,0.65,NA,14.3384615384615,0.0358781517510549,7
"143","143",0.705179774680734,0.55,NA,13.9239010989011,0.00201289861831056,9
"144","144",-0.0934199750370898,0.55,NA,12.7466666666667,0.0320594387704125,9
"145","145",0.635134404761258,0.65,NA,13.775,0.00806638161971854,7
"146","146",-0.785881296425822,0.75,NA,12.074375,0.0218930063735015,5
"147","147",0.509559592639397,0.6,NA,13.5956043956044,0.0344010458076889,8
"148","148",-0.129493504023709,0.6,NA,12.7416666666667,0.0272840718230927,8
"149","149",-1.71256729857784,0.7,NA,11.4373161764706,0.0176710282906417,6
"150","150",0.494146635202801,0.6,NA,13.5277472527473,0.0284373662178057,8
"151","151",0.406049226160485,0.45,NA,13.4247252747253,0.0237233540284732,11
"152","152",-0.355826251684077,0.7,NA,12.5066666666667,0.0298142396999971,6
"153","153",-0.325567497794779,0.75,NA,12.505,0.0311100668162242,5
"154","154",-1.24966711634367,0.6,NA,11.7466666666667,0.00683985568056803,8
"155","155",0.0310557042296468,0.55,NA,12.9302380952381,0.00233028802347424,9
"156","156",0.822546519801877,0.5,NA,14.0763736263736,0.00169117310783267,10
"157","157",-0.0374379753899928,0.5,NA,12.86,0.00447773662839643,10
"158","158",-0.457245234870939,0.6,NA,12.3866666666667,0.0273594227222707,8
"159","159",0.703742354469499,0.55,NA,13.9239010989011,0.00201289861831056,9
"160","160",1.50957788702896,0.35,NA,21.7375,0.0305289623777098,13
"161","161",0.537615319890676,0.65,NA,13.6318681318681,0.0138083706030229,7
"162","162",-0.375509606527138,0.65,NA,12.4883333333333,0.0291697993305139,7
"163","163",0.720228767941738,0.5,NA,13.9239010989011,0.00201289861831056,10
"164","164",-0.129491929267877,0.6,NA,12.7416666666667,0.0272840718230927,8
"165","165",-0.692779601222379,0.65,NA,12.1714583333333,0.0322259872523087,7
"166","166",-0.428552885687611,0.6,NA,12.4147619047619,0.0273725060526059,8
"167","167",-0.834818187895881,0.8,NA,12.0645833333333,0.00213745490017728,4
"168","168",-1.71730689263859,0.7,NA,11.4373161764706,0.0176710282906417,6
"169","169",0.324400948046787,0.55,NA,13.3093406593407,0.0327785240856457,9
"170","170",-1.06307953465741,0.65,NA,11.8820833333333,0.0223402385240163,7
"171","171",0.775272104517164,0.4,NA,14,0,12
"172","172",0.586084568982739,0.7,NA,13.7043956043956,0.0112179733084404,6
"173","173",1.66562960387231,0.5,NA,14.8028846153846,0.371654511874144,13
"174","174",0.679229073371777,0.6,NA,13.8714285714286,0.0349509108952084,8
"175","175",0.202647661082588,0.75,NA,13.142380952381,0.00212958854999979,5
"176","176",1.72722981448149,0.6,NA,13.8307692307692,0.426175623173833,12
"177","177",0.666804439932098,0.6,NA,13.8483516483516,0.00450979495422044,8
"178","178",1.02594807973101,0.6,NA,14.4503205128205,0.0199348180015082,8
"179","179",0.429532535408638,0.5,NA,13.4739010989011,0.026672861433736,10
"180","180",0.217036327925186,0.7,NA,13.1714285714286,0.0359017635678595,6
"181","181",1.13254586964528,0.4,NA,14.6211538461538,0.033464136589223,12
"182","182",0.339455023515847,0.5,NA,13.3321428571429,0.0353610686502084,10
"183","183",-0.409496304334804,0.65,NA,12.4395238095238,0.0318540351609169,7
"184","184",-0.800159496171846,0.75,NA,12.0647916666667,0.00212674077305838,5
"185","185",-1.33413005043911,0.65,NA,11.659375,0.0319011115958775,7
"186","186",0.538197118926719,0.65,NA,13.6318681318681,0.0138083706030229,7
"187","187",0.818242558392543,0.45,NA,14.1346153846154,0.0341739737168706,11
"188","188",-0.443125804838811,0.6,NA,12.3978571428571,0.00958314847499906,8
"189","189",-1.07208283212748,0.6,NA,11.8716666666667,0.00418853908291672,8
"190","190",NA,NA,NA,NA,NA,20
"191","191",-0.696604854206193,0.65,NA,12.1316666666667,0.00341992784028365,7
"192","192",0.711164386200785,0.55,NA,13.8791208791209,0.0370517463922427,9
"193","193",-0.523699367558747,0.55,NA,12.3322916666667,0.00465847495312469,9
"194","194",-0.357383183436322,0.7,NA,12.5066666666667,0.0298142396999971,6
"195","195",0.735226775804005,0.5,NA,14,0,10
"196","196",1.72588564776257,0.6,NA,13.8307692307692,0.426175623173833,12
"197","197",1.97739948281191,0.65,NA,15.3183333333333,0.339672184587517,12
"198","198",-1.19845839759146,0.6,NA,11.7564583333333,0.0213092569045608,8
"199","199",0.779017042910116,0.4,NA,14,0,12
"200","200",0.816317722561939,0.45,NA,14.15,0.0172005229038445,11
"201","201",0.343389827733014,0.5,NA,13.3510989010989,0.0196819743813136,10
"202","202",-1.58441827918333,0.75,NA,11.5215073529412,0.0268917253970046,5
"203","203",-0.533576740213432,0.55,NA,12.31125,0.0305917515542652,9
"204","204",-0.438869537924324,0.6,NA,12.4395238095238,0.0318540351609169,8
"205","205",1.0044653673415,0.65,NA,14.3894230769231,0.0117419086068113,7
"206","206",-0.888185891267122,0.75,NA,12,0,5
"207","207",-1.35320203606618,0.7,NA,11.653125,0.0319011115958775,6
"208","208",-0.145502752669067,0.6,NA,12.7238095238095,0.00977122240081096,8
"209","209",-0.176627581723983,0.65,NA,12.7090476190476,0.0264861415460405,7
"210","210",-0.0529879507354168,0.55,NA,12.8121428571429,0.0308403602370152,9
"211","211",0.403258787020511,0.45,NA,13.4247252747253,0.0237233540284732,11
"212","212",2.25085897091223,0.4,NA,16.6327272727273,0.0111924911136559,12
"213","213",0.278749106798945,0.6,NA,13.2508241758242,0.0359758186673801,8
"214","214",-1.06736938489731,0.65,NA,11.8595833333333,0.0244493449367516,7
"215","215",0.420945566906165,0.5,NA,13.4436813186813,0.0207029645375442,10
"216","216",1.53434948212665,0.3,NA,19.4627777777778,0.0611004775437592,14
"217","217",0.783247751847369,0.4,NA,14.0766483516484,0.00122860877884603,12
"218","218",-0.485476643408078,0.55,NA,12.3733333333333,0.0335083126633355,9
"219","219",1.25103401603091,0.65,NA,14.7669871794872,0.024544273549263,7
"220","220",-1.35145968659202,0.7,NA,11.653125,0.0319011115958775,6
"221","221",0.703525840039769,0.55,NA,13.9239010989011,0.00201289861831056,9
"222","222",-0.260990233526716,0.75,NA,12.5942857142857,0.0117254668809731,5
"223","223",-0.632141418175952,0.6,NA,12.265,0.00512989176042603,8
"224","224",0.751398894310665,0.45,NA,14,0,11
"225","225",-1.25073479849908,0.6,NA,11.7466666666667,0.00683985568056803,8
"226","226",-0.316354245307031,0.75,NA,12.5354761904762,0.0143669370201588,5
"227","227",1.32536089453626,0.55,NA,15,0,9
"228","228",0.440481325846589,0.5,NA,13.4489010989011,0.0236562819292276,10
"229","229",1.18176173788431,0.55,NA,14.7086538461538,0.0323852372512509,9
"230","230",0.310980515869876,0.55,NA,13.3271978021978,0.0345427828420297,9
"231","231",-1.01085994375204,0.65,NA,11.9202083333333,0.0268427233760961,7
"232","232",1.53309567678585,0.3,NA,19.4627777777778,0.0611004775437592,14
"233","233",-0.728453253818613,0.7,NA,12.134375,0.0129576317009802,6
"234","234",2.68566673124903,0.4,NA,17.5863636363636,0.0242324540901447,12
"235","235",-0.453108021382359,0.6,NA,12.4,0,8
"236","236",0.8762733931559,0.6,NA,14.1538461538462,0,8
"237","237",-0.855866718621541,0.75,NA,12.06125,0.0145660925656669,5
"238","238",0.994815439475536,0.65,NA,14.374358974359,0.0210457097863621,7
"239","239",1.58602319077916,0.3,NA,19.4572222222222,0.0571439594249948,14
"240","240",-0.34826951196142,0.7,NA,12.4916666666667,0.0303488489333441,6
"241","241",0.610592591584647,0.7,NA,13.710989010989,0.0225771433951662,6
"242","242",-0.165552699188851,0.65,NA,12.6883333333333,0.0335821362614139,7
"243","243",0.949367367028591,0.65,NA,14.2990384615385,0.0211354354922612,7
"244","244",0.320011571395721,0.55,NA,13.2868131868132,0.00491443511538414,9
"245","245",-1.07012076896346,0.6,NA,11.8716666666667,0.00418853908291672,8
"246","246",-1.03212145611122,0.6,NA,11.8975,0.0319447622664077,8
"247","247",0.794100829101481,0.45,NA,14,0,11
"248","248",0.954322393065553,0.7,NA,14.3102564102564,0.00789214116988577,6
"249","249",1.65360399352425,0.45,NA,15.7094696969697,0.442328340253664,14
"250","250",0.638476022700506,0.65,NA,13.775,0.00806638161971854,7
"251","251",-0.722596589760967,0.7,NA,12.1741666666667,0.0311100668162243,6
"252","252",-0.557089398659469,0.55,NA,12.2672916666667,0.0118064155173541,9
"253","253",-0.582203743959654,0.6,NA,12.2914583333333,0.0334011098232812,8
"254","254",-0.890607711680853,0.75,NA,12,0,5
"255","255",-1.25244851241545,0.6,NA,11.7466666666667,0.00683985568056803,8
"256","256",-0.0617991593044066,0.55,NA,12.8566666666667,0.0139817281408455,9
"257","257",1.0584039472409,0.55,NA,14.4884615384615,0.030819796507155,9
"258","258",0.290975000093684,0.6,NA,13.2436813186813,0.035396997858589,8
"259","259",0.908391464640302,0.65,NA,14.2326923076923,0.0059191058774146,7
"260","260",-0.499056030331742,0.6,NA,12.3489583333333,0.0305850303080995,8
"261","261",0.220792437588588,0.7,NA,13.142380952381,0.00212958854999979,6
"262","262",-0.646794494620945,0.6,NA,12.198125,0.00457934435665628,8
"263","263",0.263582037779414,0.65,NA,13.2142857142857,0,7
"264","264",-1.07843914127336,0.6,NA,11.8716666666667,0.00418853908291672,8
"265","265",-0.791960254937473,0.75,NA,12.0647916666667,0.00212674077305838,5
"266","266",0.528344877069407,0.65,NA,13.6046703296703,0.02985478085969,7
"267","267",0.0254763653499602,0.55,NA,12.9302380952381,0.00233028802347424,9
"268","268",0.711255984267031,0.55,NA,13.8791208791209,0.0370517463922427,9
"269","269",0.52919120847391,0.65,NA,13.6046703296703,0.02985478085969,7
"270","270",1.49012700971924,0.35,NA,19.4488888888889,0.0715919416405389,13
"271","271",0.640438428320936,0.65,NA,13.775,0.00806638161971854,7
"272","272",-0.777767393687069,0.75,NA,12.1304166666667,0.00407800404107971,5
"273","273",-0.785365700429038,0.75,NA,12.074375,0.0218930063735015,5
"274","274",-0.692378273258431,0.65,NA,12.1714583333333,0.0322259872523087,7
"275","275",-0.376204184090863,0.65,NA,12.4883333333333,0.0291697993305139,7
"276","276",-0.17681565953276,0.65,NA,12.7090476190476,0.0264861415460405,7
"277","277",1.05163203128155,0.55,NA,14.4669871794872,0.0196507227570795,9
"278","278",0.803077401010124,0.45,NA,14.0763736263736,0.00169117310783267,11
"279","279",0.351849519965453,0.5,NA,13.3549450549451,0.0182144918061455,10
"280","280",-0.892301228756868,0.75,NA,12,0,5
"281","281",-1.17003042920404,0.65,NA,11.7658333333333,0.0291697993305142,7
"282","282",1.29943765489132,0.4,NA,14.8740384615385,0.0398574291437192,12
"283","283",0.0810960694940568,0.65,NA,12.9830952380952,0.0300564373461961,7
"284","284",-0.767840372099167,0.75,NA,12.1304166666667,0.00407800404107971,5
"285","285",-0.430274034601964,0.6,NA,12.3978571428571,0.00958314847499906,8
"286","286",-1.35037628761254,0.7,NA,11.653125,0.0319011115958775,6
"287","287",-0.325527108107886,0.75,NA,12.505,0.0311100668162242,5
"288","288",-1.31571655751577,0.65,NA,11.6864583333333,0.00465847495312469,7
"289","289",-1.07925991038715,0.6,NA,11.8716666666667,0.00418853908291672,8
"290","290",1.34903077328205,0.5,NA,15,0,10
"291","291",-1.21414955741751,0.6,NA,11.7466666666667,0.00683985568056803,8
"292","292",2.30688334185524,0.4,NA,16.7231818181818,0.00999129677815975,12
"293","293",-0.167970216064412,0.65,NA,12.6883333333333,0.0335821362614139,7
"294","294",-1.05414920958761,0.6,NA,11.8716666666667,0.00418853908291672,8
"295","295",0.261143630306817,0.65,NA,13.2142857142857,0,7
"296","296",-0.492280137635285,0.55,NA,12.3733333333333,0.0335083126633355,9
"297","297",0.0662567365332831,0.6,NA,12.9759523809524,0.0336531382673366,8
"298","298",-1.5327366259735,0.8,NA,11.5246323529412,0.0278743906084751,4
"299","299",-0.821486224280954,0.8,NA,12.0645833333333,0.00213745490017728,4
"300","300",-2.06893699424959,0.7,NA,11.3672727272727,0.0111924911136564,6
"301","301",0.348358111551182,0.5,NA,13.3549450549451,0.0182144918061455,10
"302","302",-1.4151232359729,0.75,NA,11.6231617647059,0.00822083815257283,5
"303","303",-0.481333310102534,0.55,NA,12.3833333333333,0.0296174438879545,9
"304","304",0.195869518256558,0.75,NA,13.142380952381,0.00212958854999979,5
"305","305",0.137358199346067,0.7,NA,13.0704761904762,0.00195424448016219,6
"306","306",0.250445244411511,0.65,NA,13.1785714285714,0.0366420840030411,7
"307","307",0.0252860715381728,0.55,NA,12.9302380952381,0.00233028802347424,9
"308","308",-2.27676677365078,0.8,NA,11.48,0.041039134083406,4
"309","309",1.15080103506565,0.45,NA,14.6730769230769,0.0183679589592661,11
"310","310",0.858184760781908,0.55,NA,14.1538461538462,0,9
"311","311",2.57230286368826,0.45,NA,17.3309090909091,0.0397250226553406,11
"312","312",0.118426583651329,0.7,NA,13,0,6
"313","313",-0.689493744641086,0.65,NA,12.198125,0.00457934435665628,7
"314","314",-0.176114671025151,0.65,NA,12.7090476190476,0.0264861415460405,7
"315","315",-0.213006679948412,0.7,NA,12.6595238095238,0.0111943415709911,6
"316","316",1.66942114285894,0.5,NA,17.3840909090909,0.562198157378758,13
"317","317",0.0574959773495909,0.6,NA,12.9304761904762,0.00239345090452397,8
"318","318",-0.232760384729094,0.7,NA,12.5942857142857,0.0117254668809731,6
"319","319",0.491156675778363,0.6,NA,13.5774725274725,0.0253299871133127,8
"320","320",1.02545876944857,0.6,NA,14.4503205128205,0.0199348180015082,8
"321","321",2.10001825520384,0.4,NA,16.3606060606061,0.00932707592804712,12
"322","322",-0.0755006175453395,0.5,NA,12.79,0.00671660494259465,10
"323","323",0.0806469975638058,0.65,NA,12.9830952380952,0.0300564373461961,7
"324","324",0.486522136977581,0.6,NA,13.543956043956,0.0271525612361029,8
"325","325",1.92059435083578,0.4,NA,16.0753787878788,0.0326517047993097,12
"326","326",-0.397890086318624,0.65,NA,12.4645238095238,0.0143669370201588,7
"327","327",1.10322061073437,0.45,NA,14.5647435897436,0.0253782077273839,11
"328","328",-0.395806574102975,0.65,NA,12.4645238095238,0.0143669370201588,7
"329","329",0.0185765181035014,0.55,NA,12.8609523809524,0.00478690180904793,9
"330","330",1.74073969109291,0.45,NA,13.7153846153846,0.468968533612363,14
"331","331",-0.151147571693803,0.6,NA,12.7114285714286,0.0245450306023552,8
"332","332",-0.58350132275232,0.6,NA,12.2914583333333,0.0334011098232812,8
