"","rowname","iter","sim","approach","value"
"462","rmse",77,"I","fit_NT_stats",0.00754539062363503
"463","R2",78,"I","fit_all_stats",0.999528767746105
"464","R2",78,"I","fitsumStats",0.999692560675012
"465","R2",78,"I","fit_NT_stats",0.999631702741992
"466","rmse",78,"I","fit_all_stats",0.0470051408081373
"467","rmse",78,"I","fitsumStats",0.00755635166461297
"468","rmse",78,"I","fit_NT_stats",0.00827049865063091
"469","R2",79,"I","fit_all_stats",0.999524963048871
"470","R2",79,"I","fitsumStats",0.999794464977817
"471","R2",79,"I","fit_NT_stats",0.999636577690362
"472","rmse",79,"I","fit_all_stats",0.0449280960822884
"473","rmse",79,"I","fitsumStats",0.00599860813888672
"474","rmse",79,"I","fit_NT_stats",0.00797651832696678
"475","R2",80,"I","fit_all_stats",0.99978264288649
"476","R2",80,"I","fitsumStats",0.999489939046721
"477","R2",80,"I","fit_NT_stats",0.999430539336231
"478","rmse",80,"I","fit_all_stats",0.023669527776625
"479","rmse",80,"I","fitsumStats",0.00575995350298266
"480","rmse",80,"I","fit_NT_stats",0.00608611008387514
"481","R2",81,"I","fit_all_stats",0.999459083863691
"482","R2",81,"I","fitsumStats",0.999614769942889
"483","R2",81,"I","fit_NT_stats",0.99968617184048
"484","rmse",81,"I","fit_all_stats",0.0512122659482306
"485","rmse",81,"I","fitsumStats",0.00816938337000389
"486","rmse",81,"I","fit_NT_stats",0.00737352486894294
"487","R2",82,"I","fit_all_stats",0.999998302924989
"488","R2",82,"I","fitsumStats",0.999915919645754
"489","R2",82,"I","fit_NT_stats",0.99989528991269
"490","rmse",82,"I","fit_all_stats",0.00168102644962175
"491","rmse",82,"I","fitsumStats",0.000291473879633792
"492","rmse",82,"I","fit_NT_stats",0.000325271967093903
"493","R2",83,"I","fit_all_stats",0.999702626968079
"494","R2",83,"I","fitsumStats",0.999371094845616
"495","R2",83,"I","fit_NT_stats",0.999403063191115
"496","rmse",83,"I","fit_all_stats",0.0298039893210918
"497","rmse",83,"I","fitsumStats",0.00790751865814053
"498","rmse",83,"I","fit_NT_stats",0.00770392113122543
"499","R2",84,"I","fit_all_stats",0.999475207920371
"500","R2",84,"I","fitsumStats",0.998640530468262
"501","R2",84,"I","fit_NT_stats",0.999408852695462
"502","rmse",84,"I","fit_all_stats",0.05428510936239
"503","rmse",84,"I","fitsumStats",0.0136680921822546
"504","rmse",84,"I","fit_NT_stats",0.00901303415140609
"505","R2",85,"I","fit_all_stats",0.9995279143827
"506","R2",85,"I","fitsumStats",0.999377438057205
"507","R2",85,"I","fit_NT_stats",0.999452969417152
"508","rmse",85,"I","fit_all_stats",0.0430682224306863
"509","rmse",85,"I","fitsumStats",0.00883909694119217
"510","rmse",85,"I","fit_NT_stats",0.00828557048444085
"511","R2",86,"I","fit_all_stats",0.999659848928656
"512","R2",86,"I","fitsumStats",0.99952638136308
"513","R2",86,"I","fit_NT_stats",0.999673220533827
"514","rmse",86,"I","fit_all_stats",0.0338619544505743
"515","rmse",86,"I","fitsumStats",0.00815145212057292
"516","rmse",86,"I","fit_NT_stats",0.00677092447657198
"517","R2",87,"I","fit_all_stats",0.9998495874249
"518","R2",87,"I","fitsumStats",0.99963002950972
"519","R2",87,"I","fit_NT_stats",0.999449098283711
"520","rmse",87,"I","fit_all_stats",0.0183899605146116
"521","rmse",87,"I","fitsumStats",0.00464680728124558
"522","rmse",87,"I","fit_NT_stats",0.00567032799957296
"523","R2",88,"I","fit_all_stats",0.999543131407696
"524","R2",88,"I","fitsumStats",0.999278359348137
"525","R2",88,"I","fit_NT_stats",0.999406499137781
"526","rmse",88,"I","fit_all_stats",0.0420328070464589
"527","rmse",88,"I","fitsumStats",0.00922316243578626
"528","rmse",88,"I","fit_NT_stats",0.00836430844097441
"529","R2",89,"I","fit_all_stats",0.999830405829356
"530","R2",89,"I","fitsumStats",0.999539604365758
"531","R2",89,"I","fit_NT_stats",0.999390746423073
"532","rmse",89,"I","fit_all_stats",0.019932646462182
"533","rmse",89,"I","fitsumStats",0.00527323401925619
"534","rmse",89,"I","fit_NT_stats",0.00606611292321493
"535","R2",90,"I","fit_all_stats",0.999663883073565
"536","R2",90,"I","fitsumStats",0.999436192668649
"537","R2",90,"I","fit_NT_stats",0.999681541057327
"538","rmse",90,"I","fit_all_stats",0.0334903799847642
"539","rmse",90,"I","fitsumStats",0.00882634180998722
"540","rmse",90,"I","fit_NT_stats",0.00663349043095575
"541","R2",91,"I","fit_all_stats",0.999477019331452
"542","R2",91,"I","fitsumStats",0.999057620477854
"543","R2",91,"I","fit_NT_stats",0.999428234461431
"544","rmse",91,"I","fit_all_stats",0.0523941809437125
"545","rmse",91,"I","fitsumStats",0.0112985156757625
"546","rmse",91,"I","fit_NT_stats",0.0088007049324779
"547","R2",92,"I","fit_all_stats",0.999579557139834
"548","R2",92,"I","fitsumStats",0.999377514730206
"549","R2",92,"I","fit_NT_stats",0.999483900790583
"550","rmse",92,"I","fit_all_stats",0.0394936887164923
"551","rmse",92,"I","fitsumStats",0.00877998361626847
"552","rmse",92,"I","fit_NT_stats",0.00799458202791803
"553","R2",93,"I","fit_all_stats",0.999458772180339
"554","R2",93,"I","fitsumStats",0.999614469840237
"555","R2",93,"I","fit_NT_stats",0.99968648805849
"556","rmse",93,"I","fit_all_stats",0.0512308226961691
"557","rmse",93,"I","fitsumStats",0.00817095532538785
"558","rmse",93,"I","fit_NT_stats",0.00736835769875897
"559","R2",94,"I","fit_all_stats",0.999951588518142
"560","R2",94,"I","fitsumStats",0.999903938907241
"561","R2",94,"I","fit_NT_stats",0.999761888765976
"562","rmse",94,"I","fit_all_stats",0.00938907870733138
"563","rmse",94,"I","fitsumStats",0.00157414873921913
"564","rmse",94,"I","fit_NT_stats",0.00247834605481915
"565","R2",95,"I","fit_all_stats",0.999528877521686
"566","R2",95,"I","fitsumStats",0.999385037456501
"567","R2",95,"I","fit_NT_stats",0.999457617855756
"568","rmse",95,"I","fit_all_stats",0.0430506257287117
"569","rmse",95,"I","fitsumStats",0.00881040350966129
"570","rmse",95,"I","fit_NT_stats",0.00827416465206944
"571","R2",96,"I","fit_all_stats",0.999999957010159
"572","R2",96,"I","fitsumStats",0.99996884309543
"573","R2",96,"I","fit_NT_stats",0.999786361009021
"574","rmse",96,"I","fit_all_stats",0.000266903449336656
"575","rmse",96,"I","fitsumStats",1.99837502656515e-05
"576","rmse",96,"I","fit_NT_stats",5.2328718680842e-05
"577","R2",97,"I","fit_all_stats",0.999525474159791
"578","R2",97,"I","fitsumStats",0.999810055124774
"579","R2",97,"I","fit_NT_stats",0.999696713363639
"580","rmse",97,"I","fit_all_stats",0.0454136010475062
"581","rmse",97,"I","fitsumStats",0.00591375852626602
"582","rmse",97,"I","fit_NT_stats",0.00747268084553358
"583","R2",98,"I","fit_all_stats",1
"584","R2",98,"I","fitsumStats",0.999798052729573
"585","R2",98,"I","fit_NT_stats",0.999205760322975
"586","rmse",98,"I","fit_all_stats",1.35575793201138e-08
"587","rmse",98,"I","fitsumStats",2.8870132664619e-09
"588","rmse",98,"I","fit_NT_stats",5.72539659778559e-09
"589","R2",99,"I","fit_all_stats",0.999942996429962
"590","R2",99,"I","fitsumStats",0.999901141791858
"591","R2",99,"I","fit_NT_stats",0.999743764188772
"592","rmse",99,"I","fit_all_stats",0.0102715948645609
"593","rmse",99,"I","fitsumStats",0.00171103673303388
"594","rmse",99,"I","fit_NT_stats",0.00275469093010102
"595","R2",100,"I","fit_all_stats",0.999999999999938
"596","R2",100,"I","fitsumStats",0.999855431082973
"597","R2",100,"I","fit_NT_stats",0.999156279752509
"598","rmse",100,"I","fit_all_stats",3.19983843719095e-07
"599","rmse",100,"I","fitsumStats",6.30651273572083e-08
"600","rmse",100,"I","fit_NT_stats",1.52353013525413e-07
"601","R2",1,"II","fit_all_stats",0.99957272803925
"602","R2",1,"II","fitsumStats",0.999029002903316
"603","R2",1,"II","fit_NT_stats",0.999705488912768
"604","rmse",1,"II","fit_all_stats",0.0638756096636468
"605","rmse",1,"II","fitsumStats",0.0144534607682691
"606","rmse",1,"II","fit_NT_stats",0.00796001171272173
"607","R2",2,"II","fit_all_stats",0.998304560339749
"608","R2",2,"II","fitsumStats",0.988196522220279
"609","R2",2,"II","fit_NT_stats",0.99908176660087
"610","rmse",2,"II","fit_all_stats",0.193794214468318
"611","rmse",2,"II","fitsumStats",0.0623497639020774
"612","rmse",2,"II","fit_NT_stats",0.0173902715103978
"613","R2",3,"II","fit_all_stats",0.996764236181972
"614","R2",3,"II","fitsumStats",0.929431407604799
"615","R2",3,"II","fit_NT_stats",0.999334291259321
"616","rmse",3,"II","fit_all_stats",0.657148842865529
"617","rmse",3,"II","fitsumStats",0.214720868265001
"618","rmse",3,"II","fit_NT_stats",0.0208550222175798
"619","R2",4,"II","fit_all_stats",0.999457944862571
"620","R2",4,"II","fitsumStats",0.99476572607651
"621","R2",4,"II","fit_NT_stats",0.999203820371097
"622","rmse",4,"II","fit_all_stats",0.0844559927707275
"623","rmse",4,"II","fitsumStats",0.038336202936511
"624","rmse",4,"II","fit_NT_stats",0.0149515563779136
"625","R2",5,"II","fit_all_stats",0.999211913951967
"626","R2",5,"II","fitsumStats",0.990196119898789
"627","R2",5,"II","fit_NT_stats",0.999724178819523
"628","rmse",5,"II","fit_all_stats",0.122776781165844
"629","rmse",5,"II","fitsumStats",0.0555607559929211
"630","rmse",5,"II","fit_NT_stats",0.00931929280512082
"631","R2",6,"II","fit_all_stats",0.998063803655498
"632","R2",6,"II","fitsumStats",0.938627274469624
"633","R2",6,"II","fit_NT_stats",0.999175869956684
"634","rmse",6,"II","fit_all_stats",0.481766173721649
"635","rmse",6,"II","fitsumStats",0.160531149242484
"636","rmse",6,"II","fit_NT_stats",0.0186024215964793
"637","R2",7,"II","fit_all_stats",0.99896344670066
"638","R2",7,"II","fitsumStats",0.991160999833472
"639","R2",7,"II","fit_NT_stats",0.99906810035077
"640","rmse",7,"II","fit_all_stats",0.158983712858108
"641","rmse",7,"II","fitsumStats",0.0541361201247268
"642","rmse",7,"II","fit_NT_stats",0.0175780271223889
"643","R2",8,"II","fit_all_stats",0.999130812378746
"644","R2",8,"II","fitsumStats",0.993171828625071
"645","R2",8,"II","fit_NT_stats",0.99950451059781
"646","rmse",8,"II","fit_all_stats",0.112645122256989
"647","rmse",8,"II","fitsumStats",0.0482701998282998
"648","rmse",8,"II","fit_NT_stats",0.0130030153551003
"649","R2",9,"II","fit_all_stats",0.99757576417898
"650","R2",9,"II","fitsumStats",0.981700201963327
"651","R2",9,"II","fit_NT_stats",0.991603732297299
"652","rmse",9,"II","fit_all_stats",0.146907960899815
"653","rmse",9,"II","fitsumStats",0.0511528020447523
"654","rmse",9,"II","fit_NT_stats",0.0346488973653728
"655","R2",10,"II","fit_all_stats",0.999027714218155
"656","R2",10,"II","fitsumStats",0.98982561783108
"657","R2",10,"II","fit_NT_stats",0.999425497372497
"658","rmse",10,"II","fit_all_stats",0.185952225173195
"659","rmse",10,"II","fitsumStats",0.0643800326633385
"660","rmse",10,"II","fit_NT_stats",0.0152983002070989
"661","R2",11,"II","fit_all_stats",0.997029214119389
"662","R2",11,"II","fitsumStats",0.966727147064291
"663","R2",11,"II","fit_NT_stats",0.997942525029599
"664","rmse",11,"II","fit_all_stats",0.65569573641029
"665","rmse",11,"II","fitsumStats",0.146427684548171
"666","rmse",11,"II","fit_NT_stats",0.0364120772174092
"667","R2",12,"II","fit_all_stats",0.997069109998764
"668","R2",12,"II","fitsumStats",0.983572763332991
"669","R2",12,"II","fit_NT_stats",0.988467308583144
"670","rmse",12,"II","fit_all_stats",0.199864400142634
"671","rmse",12,"II","fitsumStats",0.0607734344549465
"672","rmse",12,"II","fit_NT_stats",0.0509209923814844
"673","R2",13,"II","fit_all_stats",0.999492407903466
"674","R2",13,"II","fitsumStats",0.995563397398852
"675","R2",13,"II","fit_NT_stats",0.999127176795259
"676","rmse",13,"II","fit_all_stats",0.0771048548408572
"677","rmse",13,"II","fitsumStats",0.0347235120996073
"678","rmse",13,"II","fit_NT_stats",0.0154014468864901
"679","R2",14,"II","fit_all_stats",0.973771387003423
"680","R2",14,"II","fitsumStats",0.470665626174435
"681","R2",14,"II","fit_NT_stats",0.998633850894866
"682","rmse",14,"II","fit_all_stats",2.91622186430121
"683","rmse",14,"II","fitsumStats",0.552281459246305
"684","rmse",14,"II","fit_NT_stats",0.0280572089283666
"685","R2",15,"II","fit_all_stats",0.998778330712076
"686","R2",15,"II","fitsumStats",0.994667825833323
"687","R2",15,"II","fit_NT_stats",0.999498967917744
"688","rmse",15,"II","fit_all_stats",0.129103835682159
"689","rmse",15,"II","fitsumStats",0.0369148590172252
"690","rmse",15,"II","fit_NT_stats",0.0113157102585569
"691","R2",16,"II","fit_all_stats",0.999142810720186
"692","R2",16,"II","fitsumStats",0.995077875670157
"693","R2",16,"II","fit_NT_stats",0.999901938358658
"694","rmse",16,"II","fit_all_stats",0.106296285965556
"695","rmse",16,"II","fitsumStats",0.0363329775235629
"696","rmse",16,"II","fit_NT_stats",0.00512831011361843
"697","R2",17,"II","fit_all_stats",0.988372992535594
"698","R2",17,"II","fitsumStats",0.957876203634908
"699","R2",17,"II","fit_NT_stats",0.992239084731282
"700","rmse",17,"II","fit_all_stats",0.581143310409718
"701","rmse",17,"II","fitsumStats",0.117702155873992
"702","rmse",17,"II","fit_NT_stats",0.0505216046800222
"703","R2",18,"II","fit_all_stats",0.994970785027986
"704","R2",18,"II","fitsumStats",0.983492485140862
"705","R2",18,"II","fit_NT_stats",0.970749445746414
"706","rmse",18,"II","fit_all_stats",0.31336905881756
"707","rmse",18,"II","fitsumStats",0.0651255636569904
"708","rmse",18,"II","fit_NT_stats",0.0866917353527613
"709","R2",19,"II","fit_all_stats",0.997960906037203
"710","R2",19,"II","fitsumStats",0.966866087833595
"711","R2",19,"II","fit_NT_stats",0.998953215936795
"712","rmse",19,"II","fit_all_stats",0.267515046973892
"713","rmse",19,"II","fitsumStats",0.105655881851532
"714","rmse",19,"II","fit_NT_stats",0.0187795798590501
"715","R2",20,"II","fit_all_stats",0.998815957889968
"716","R2",20,"II","fitsumStats",0.995445505382444
"717","R2",20,"II","fit_NT_stats",0.999812156600099
"718","rmse",20,"II","fit_all_stats",0.134382503212014
"719","rmse",20,"II","fitsumStats",0.0352183340658434
"720","rmse",20,"II","fit_NT_stats",0.0071523158057502
"721","R2",21,"II","fit_all_stats",0.992495049822224
"722","R2",21,"II","fitsumStats",0.718224418370547
"723","R2",21,"II","fit_NT_stats",0.997117116878021
"724","rmse",21,"II","fit_all_stats",1.12128934230371
"725","rmse",21,"II","fitsumStats",0.414436328053025
"726","rmse",21,"II","fit_NT_stats",0.0419198439688277
"727","R2",22,"II","fit_all_stats",0.998402110874309
"728","R2",22,"II","fitsumStats",0.987697403139417
"729","R2",22,"II","fit_NT_stats",0.999697727437272
"730","rmse",22,"II","fit_all_stats",0.177123124812933
"731","rmse",22,"II","fitsumStats",0.0634905609636686
"732","rmse",22,"II","fit_NT_stats",0.00995199460205437
"733","R2",23,"II","fit_all_stats",0.998834898846263
"734","R2",23,"II","fitsumStats",0.994759162262992
"735","R2",23,"II","fit_NT_stats",0.998763200922829
"736","rmse",23,"II","fit_all_stats",0.170677492941899
"737","rmse",23,"II","fitsumStats",0.0420364235530508
"738","rmse",23,"II","fit_NT_stats",0.0204209047080384
"739","R2",24,"II","fit_all_stats",0.984477722831907
"740","R2",24,"II","fitsumStats",0.985702958700717
"741","R2",24,"II","fit_NT_stats",0.992282691952276
"742","rmse",24,"II","fit_all_stats",0.425274519947709
"743","rmse",24,"II","fitsumStats",0.0711956157227981
"744","rmse",24,"II","fit_NT_stats",0.0523073938619865
"745","R2",25,"II","fit_all_stats",0.999159804262891
"746","R2",25,"II","fitsumStats",0.981895619172892
"747","R2",25,"II","fit_NT_stats",0.998055868741641
"748","rmse",25,"II","fit_all_stats",0.144120061042021
"749","rmse",25,"II","fitsumStats",0.0781706230203107
"750","rmse",25,"II","fit_NT_stats",0.025616189455212
"751","R2",26,"II","fit_all_stats",0.976584725950988
"752","R2",26,"II","fitsumStats",0.96042599379549
"753","R2",26,"II","fit_NT_stats",0.978316172288114
"754","rmse",26,"II","fit_all_stats",0.496206555071109
"755","rmse",26,"II","fitsumStats",0.0932385784376973
"756","rmse",26,"II","fit_NT_stats",0.0690174022200204
"757","R2",27,"II","fit_all_stats",0.971275426936423
"758","R2",27,"II","fitsumStats",0.971060315453606
"759","R2",27,"II","fit_NT_stats",0.959191645843427
"760","rmse",27,"II","fit_all_stats",0.698179066736448
"761","rmse",27,"II","fitsumStats",0.109827285641977
"762","rmse",27,"II","fit_NT_stats",0.130418107424854
"763","R2",28,"II","fit_all_stats",0.99209165713766
"764","R2",28,"II","fitsumStats",0.957166359242996
"765","R2",28,"II","fit_NT_stats",0.980795718756589
"766","rmse",28,"II","fit_all_stats",0.414249845492921
"767","rmse",28,"II","fitsumStats",0.107880332700918
"768","rmse",28,"II","fit_NT_stats",0.0722351885808844
"769","R2",29,"II","fit_all_stats",0.998885319850759
"770","R2",29,"II","fitsumStats",0.99643196809438
"771","R2",29,"II","fit_NT_stats",0.999708168764826
"772","rmse",29,"II","fit_all_stats",0.130846016675297
"773","rmse",29,"II","fitsumStats",0.031230215802396
"774","rmse",29,"II","fit_NT_stats",0.00893154328465926
"775","R2",30,"II","fit_all_stats",0.999689690918931
"776","R2",30,"II","fitsumStats",0.99698910921708
"777","R2",30,"II","fit_NT_stats",0.999287915623933
"778","rmse",30,"II","fit_all_stats",0.0547227470237774
"779","rmse",30,"II","fitsumStats",0.0237564859478981
"780","rmse",30,"II","fit_NT_stats",0.0115531504178743
"781","R2",31,"II","fit_all_stats",0.971026534536333
"782","R2",31,"II","fitsumStats",0.914293247541301
"783","R2",31,"II","fit_NT_stats",0.961675234795955
"784","rmse",31,"II","fit_all_stats",0.726918175630403
"785","rmse",31,"II","fitsumStats",0.184718936849869
"786","rmse",31,"II","fit_NT_stats",0.123521811467947
"787","R2",32,"II","fit_all_stats",0.994934113650862
"788","R2",32,"II","fitsumStats",0.948906704909006
"789","R2",32,"II","fit_NT_stats",0.997795450631201
"790","rmse",32,"II","fit_all_stats",0.486049303048553
"791","rmse",32,"II","fitsumStats",0.1495447811798
"792","rmse",32,"II","fit_NT_stats",0.0310634165221706
"793","R2",33,"II","fit_all_stats",0.9990567522983
"794","R2",33,"II","fitsumStats",0.995063890145352
"795","R2",33,"II","fit_NT_stats",0.999709528835458
"796","rmse",33,"II","fit_all_stats",0.11342742706528
"797","rmse",33,"II","fitsumStats",0.0366327048090253
"798","rmse",33,"II","fit_NT_stats",0.00888644569105652
"799","R2",34,"II","fit_all_stats",0.997411370391729
"800","R2",34,"II","fitsumStats",0.989000732145769
"801","R2",34,"II","fit_NT_stats",0.968696448798725
"802","rmse",34,"II","fit_all_stats",0.190990055545557
"803","rmse",34,"II","fitsumStats",0.0425189181558062
"804","rmse",34,"II","fit_NT_stats",0.0717293872777151
"805","R2",35,"II","fit_all_stats",0.999425724550881
"806","R2",35,"II","fitsumStats",0.987621728125537
"807","R2",35,"II","fit_NT_stats",0.998798538601485
"808","rmse",35,"II","fit_all_stats",0.117959243890589
"809","rmse",35,"II","fitsumStats",0.0636931788501037
"810","rmse",35,"II","fit_NT_stats",0.0198434795037448
"811","R2",36,"II","fit_all_stats",0.998546311610127
"812","R2",36,"II","fitsumStats",0.979625091711029
"813","R2",36,"II","fit_NT_stats",0.999252598274207
"814","rmse",36,"II","fit_all_stats",0.183549418140189
"815","rmse",36,"II","fitsumStats",0.0814316648267114
"816","rmse",36,"II","fit_NT_stats",0.0155963341262767
"817","R2",37,"II","fit_all_stats",0.984597306630859
"818","R2",37,"II","fitsumStats",0.944651044546266
"819","R2",37,"II","fit_NT_stats",0.979338511454344
"820","rmse",37,"II","fit_all_stats",0.532079983110576
"821","rmse",37,"II","fitsumStats",0.13058434472992
"822","rmse",37,"II","fit_NT_stats",0.079784256615194
"823","R2",38,"II","fit_all_stats",0.939108375609685
"824","R2",38,"II","fitsumStats",0.973828502122176
"825","R2",38,"II","fit_NT_stats",0.996067242883733
"826","rmse",38,"II","fit_all_stats",1.68611824043204
"827","rmse",38,"II","fitsumStats",0.103542301892622
"828","rmse",38,"II","fit_NT_stats",0.0401376636070267
"829","R2",39,"II","fit_all_stats",0.999999999999924
"830","R2",39,"II","fitsumStats",0.99990026190946
"831","R2",39,"II","fit_NT_stats",0.999369312580382
"832","rmse",39,"II","fit_all_stats",8.61691392399682e-07
"833","rmse",39,"II","fitsumStats",9.09470937629075e-08
"834","rmse",39,"II","fit_NT_stats",2.28699589437021e-07
"835","R2",40,"II","fit_all_stats",0.999983152892178
"836","R2",40,"II","fitsumStats",0.99388921045016
"837","R2",40,"II","fit_NT_stats",0.999414428637918
"838","rmse",40,"II","fit_all_stats",0.013887153263114
"839","rmse",40,"II","fitsumStats",0.00832526598421712
"840","rmse",40,"II","fit_NT_stats",0.00257714805162637
"841","R2",41,"II","fit_all_stats",0.999999993373005
"842","R2",41,"II","fitsumStats",0.999628566984663
"843","R2",41,"II","fit_NT_stats",0.998033657984034
"844","rmse",41,"II","fit_all_stats",0.000229558344317927
"845","rmse",41,"II","fitsumStats",5.9117770208167e-05
"846","rmse",41,"II","fit_NT_stats",0.000136021425724292
"847","R2",42,"II","fit_all_stats",0.999148884441649
"848","R2",42,"II","fitsumStats",0.984645082370586
"849","R2",42,"II","fit_NT_stats",0.999658619047076
"850","rmse",42,"II","fit_all_stats",0.127671079260748
"851","rmse",42,"II","fitsumStats",0.0688477567984669
"852","rmse",42,"II","fit_NT_stats",0.010265632013072
"853","R2",43,"II","fit_all_stats",0.999995286926826
"854","R2",43,"II","fitsumStats",0.998817564520256
"855","R2",43,"II","fit_NT_stats",0.999812680006882
"856","rmse",43,"II","fit_all_stats",0.00701165309306273
"857","rmse",43,"II","fitsumStats",0.00268616246383858
"858","rmse",43,"II","fit_NT_stats",0.00106914255562074
"859","R2",44,"II","fit_all_stats",0.997876213832253
"860","R2",44,"II","fitsumStats",0.992995168333892
"861","R2",44,"II","fit_NT_stats",0.997788925403005
"862","rmse",44,"II","fit_all_stats",0.194656821200219
"863","rmse",44,"II","fitsumStats",0.0473608556570456
"864","rmse",44,"II","fit_NT_stats",0.0266086221217333
"865","R2",45,"II","fit_all_stats",0.98934613928629
"866","R2",45,"II","fitsumStats",0.952505631938399
"867","R2",45,"II","fit_NT_stats",0.990426248842283
"868","rmse",45,"II","fit_all_stats",0.354015789179875
"869","rmse",45,"II","fitsumStats",0.122840644020497
"870","rmse",45,"II","fit_NT_stats",0.055152105322978
"871","R2",46,"II","fit_all_stats",0.999474521178843
"872","R2",46,"II","fitsumStats",0.998632110825666
"873","R2",46,"II","fit_NT_stats",0.998562232289706
"874","rmse",46,"II","fit_all_stats",0.0719156386685845
"875","rmse",46,"II","fitsumStats",0.0174374454744192
"876","rmse",46,"II","fit_NT_stats",0.0178772934627577
"877","R2",47,"II","fit_all_stats",0.993251917563855
"878","R2",47,"II","fitsumStats",0.960898030731167
"879","R2",47,"II","fit_NT_stats",0.986252065248528
"880","rmse",47,"II","fit_all_stats",0.36900434893301
"881","rmse",47,"II","fitsumStats",0.109937786975773
"882","rmse",47,"II","fit_NT_stats",0.0651878123289916
"883","R2",48,"II","fit_all_stats",0.999954861595464
"884","R2",48,"II","fitsumStats",0.999032652206358
"885","R2",48,"II","fit_NT_stats",0.999592916131796
"886","rmse",48,"II","fit_all_stats",0.0200506670443306
"887","rmse",48,"II","fitsumStats",0.00747927552177508
"888","rmse",48,"II","fit_NT_stats",0.00485188116863302
"889","R2",49,"II","fit_all_stats",0.998873253019493
"890","R2",49,"II","fitsumStats",0.991787845857271
"891","R2",49,"II","fit_NT_stats",0.999690843987747
"892","rmse",49,"II","fit_all_stats",0.144486742466959
"893","rmse",49,"II","fitsumStats",0.0521634464143481
"894","rmse",49,"II","fit_NT_stats",0.0101210735159952
"895","R2",50,"II","fit_all_stats",0.998866823714239
"896","R2",50,"II","fitsumStats",0.988903759914381
"897","R2",50,"II","fit_NT_stats",0.999748279909578
"898","rmse",50,"II","fit_all_stats",0.137795441812716
"899","rmse",50,"II","fitsumStats",0.0568685998778855
"900","rmse",50,"II","fit_NT_stats",0.00856531921522652
"901","R2",51,"II","fit_all_stats",0.999999907091321
"902","R2",51,"II","fitsumStats",0.9998790613282
"903","R2",51,"II","fit_NT_stats",0.99971789592866
"904","rmse",51,"II","fit_all_stats",0.000896487976834071
"905","rmse",51,"II","fitsumStats",0.000244216001387333
"906","rmse",51,"II","fit_NT_stats",0.000372989147527349
"907","R2",52,"II","fit_all_stats",0.999981317249778
"908","R2",52,"II","fitsumStats",0.998073669889121
"909","R2",52,"II","fit_NT_stats",0.999901728658623
"910","rmse",52,"II","fit_all_stats",0.0146857226480188
"911","rmse",52,"II","fitsumStats",0.00607332359267581
"912","rmse",52,"II","fit_NT_stats",0.00137174854054433
"913","R2",53,"II","fit_all_stats",0.992208125316829
"914","R2",53,"II","fitsumStats",0.717419847912841
"915","R2",53,"II","fit_NT_stats",0.989742455734476
"916","rmse",53,"II","fit_all_stats",1.23672599839089
"917","rmse",53,"II","fitsumStats",0.400522511294354
