"","rowname","iter","sim","approach","value"
"918","rmse",53,"II","fit_NT_stats",0.0763093585948108
"919","R2",54,"II","fit_all_stats",0.99992535908844
"920","R2",54,"II","fitsumStats",0.99966701311074
"921","R2",54,"II","fit_NT_stats",0.999838367894078
"922","rmse",54,"II","fit_all_stats",0.0242998504369579
"923","rmse",54,"II","fitsumStats",0.00652715059775815
"924","rmse",54,"II","fit_NT_stats",0.00454751229199902
"925","R2",55,"II","fit_all_stats",0.998278638227683
"926","R2",55,"II","fitsumStats",0.98683563659864
"927","R2",55,"II","fit_NT_stats",0.999532329568489
"928","rmse",55,"II","fit_all_stats",0.196861560495831
"929","rmse",55,"II","fitsumStats",0.0666554705454804
"930","rmse",55,"II","fit_NT_stats",0.0125633605517778
"931","R2",56,"II","fit_all_stats",0.99907119083064
"932","R2",56,"II","fitsumStats",0.998063288962599
"933","R2",56,"II","fit_NT_stats",0.999204615004884
"934","rmse",56,"II","fit_all_stats",0.108779022745302
"935","rmse",56,"II","fitsumStats",0.0221320673949731
"936","rmse",56,"II","fit_NT_stats",0.0141833319423733
"937","R2",57,"II","fit_all_stats",0.991781760388946
"938","R2",57,"II","fitsumStats",0.988001886850211
"939","R2",57,"II","fit_NT_stats",0.998690764859863
"940","rmse",57,"II","fit_all_stats",0.626991669910803
"941","rmse",57,"II","fitsumStats",0.0671686606740186
"942","rmse",57,"II","fit_NT_stats",0.0221880450348003
"943","R2",58,"II","fit_all_stats",0.998749495054694
"944","R2",58,"II","fitsumStats",0.967288007392968
"945","R2",58,"II","fit_NT_stats",0.999483865610057
"946","rmse",58,"II","fit_all_stats",0.204992232491301
"947","rmse",58,"II","fitsumStats",0.108210369497088
"948","rmse",58,"II","fit_NT_stats",0.0135924197874513
"949","R2",59,"II","fit_all_stats",0.999643108030898
"950","R2",59,"II","fitsumStats",0.996280633156928
"951","R2",59,"II","fit_NT_stats",0.999640826640736
"952","rmse",59,"II","fit_all_stats",0.0563165022580937
"953","rmse",59,"II","fitsumStats",0.0275836700196672
"954","rmse",59,"II","fit_NT_stats",0.0085717520397233
"955","R2",60,"II","fit_all_stats",0.992969549778818
"956","R2",60,"II","fitsumStats",0.936631079356994
"957","R2",60,"II","fit_NT_stats",0.986830358006459
"958","rmse",60,"II","fit_all_stats",0.411673806263842
"959","rmse",60,"II","fitsumStats",0.133916794290284
"960","rmse",60,"II","fit_NT_stats",0.0610497478069769
"961","R2",61,"II","fit_all_stats",0.997610924717776
"962","R2",61,"II","fitsumStats",0.990168102147054
"963","R2",61,"II","fit_NT_stats",0.999159099706628
"964","rmse",61,"II","fit_all_stats",0.246239249483367
"965","rmse",61,"II","fitsumStats",0.0555403432633749
"966","rmse",61,"II","fit_NT_stats",0.0162428462197787
"967","R2",62,"II","fit_all_stats",0.997443281681945
"968","R2",62,"II","fitsumStats",0.967735969757313
"969","R2",62,"II","fit_NT_stats",0.999096762515514
"970","rmse",62,"II","fit_all_stats",0.325706192459559
"971","rmse",62,"II","fitsumStats",0.10645920697185
"972","rmse",62,"II","fit_NT_stats",0.0178125007229209
"973","R2",63,"II","fit_all_stats",0.999226423895269
"974","R2",63,"II","fitsumStats",0.99679704644801
"975","R2",63,"II","fit_NT_stats",0.99947795317214
"976","rmse",63,"II","fit_all_stats",0.102780368587478
"977","rmse",63,"II","fitsumStats",0.0288296786526387
"978","rmse",63,"II","fit_NT_stats",0.0116390949687871
"979","R2",64,"II","fit_all_stats",0.997117923269241
"980","R2",64,"II","fitsumStats",0.962738647401499
"981","R2",64,"II","fit_NT_stats",0.989359896893809
"982","rmse",64,"II","fit_all_stats",0.228739577008761
"983","rmse",64,"II","fitsumStats",0.0956794418523532
"984","rmse",64,"II","fit_NT_stats",0.0511284048553084
"985","R2",65,"II","fit_all_stats",0.998107166621677
"986","R2",65,"II","fitsumStats",0.989359230723366
"987","R2",65,"II","fit_NT_stats",0.999024718706512
"988","rmse",65,"II","fit_all_stats",0.267388097238547
"989","rmse",65,"II","fitsumStats",0.0600475272615027
"990","rmse",65,"II","fit_NT_stats",0.0181791495293435
"991","R2",66,"II","fit_all_stats",0.999059335181404
"992","R2",66,"II","fitsumStats",0.98295359617327
"993","R2",66,"II","fit_NT_stats",0.999693692385813
"994","rmse",66,"II","fit_all_stats",0.140155554491904
"995","rmse",66,"II","fitsumStats",0.0734836369095132
"996","rmse",66,"II","fit_NT_stats",0.00985038380902636
"997","R2",67,"II","fit_all_stats",0.996811143147442
"998","R2",67,"II","fitsumStats",0.946679858242776
"999","R2",67,"II","fit_NT_stats",0.99802089157387
"1000","rmse",67,"II","fit_all_stats",0.344286162635863
"1001","rmse",67,"II","fitsumStats",0.140093477369504
"1002","rmse",67,"II","fit_NT_stats",0.026990259592084
"1003","R2",68,"II","fit_all_stats",0.993187129902181
"1004","R2",68,"II","fitsumStats",0.986447505431808
"1005","R2",68,"II","fit_NT_stats",0.993217991281673
"1006","rmse",68,"II","fit_all_stats",0.525873784642306
"1007","rmse",68,"II","fitsumStats",0.0728931366791602
"1008","rmse",68,"II","fit_NT_stats",0.0515651386420222
"1009","R2",69,"II","fit_all_stats",0.996882332692582
"1010","R2",69,"II","fitsumStats",0.965214242291244
"1011","R2",69,"II","fit_NT_stats",0.986298650549079
"1012","rmse",69,"II","fit_all_stats",0.181942486012126
"1013","rmse",69,"II","fitsumStats",0.0718778054158418
"1014","rmse",69,"II","fit_NT_stats",0.0451103032281627
"1015","R2",70,"II","fit_all_stats",0.998992542844804
"1016","R2",70,"II","fitsumStats",0.996525077055105
"1017","R2",70,"II","fit_NT_stats",0.999215768615392
"1018","rmse",70,"II","fit_all_stats",0.125522421000531
"1019","rmse",70,"II","fitsumStats",0.0324327109209923
"1020","rmse",70,"II","fit_NT_stats",0.0154075210971681
"1021","R2",71,"II","fit_all_stats",0.999509378276449
"1022","R2",71,"II","fitsumStats",0.997612134275716
"1023","R2",71,"II","fit_NT_stats",0.999537687037487
"1024","rmse",71,"II","fit_all_stats",0.073315918948301
"1025","rmse",71,"II","fitsumStats",0.0238077813042594
"1026","rmse",71,"II","fit_NT_stats",0.010475674822252
"1027","R2",72,"II","fit_all_stats",0.999147397922755
"1028","R2",72,"II","fitsumStats",0.984178277224207
"1029","R2",72,"II","fit_NT_stats",0.999514480201796
"1030","rmse",72,"II","fit_all_stats",0.137436916991456
"1031","rmse",72,"II","fitsumStats",0.0724092372850879
"1032","rmse",72,"II","fit_NT_stats",0.0126844184183576
"1033","R2",73,"II","fit_all_stats",0.992331166370606
"1034","R2",73,"II","fitsumStats",0.933058192837973
"1035","R2",73,"II","fit_NT_stats",0.979068429859663
"1036","rmse",73,"II","fit_all_stats",0.314124332342162
"1037","rmse",73,"II","fitsumStats",0.143290234613449
"1038","rmse",73,"II","fit_NT_stats",0.0801251362835256
"1039","R2",74,"II","fit_all_stats",0.999976282654395
"1040","R2",74,"II","fitsumStats",0.993598203839858
"1041","R2",74,"II","fit_NT_stats",0.996822343799628
"1042","rmse",74,"II","fit_all_stats",0.0158195154779771
"1043","rmse",74,"II","fitsumStats",0.00838402197817563
"1044","rmse",74,"II","fit_NT_stats",0.00590683638281464
"1045","R2",75,"II","fit_all_stats",0.982048027151893
"1046","R2",75,"II","fitsumStats",0.964733288477734
"1047","R2",75,"II","fit_NT_stats",0.970220490311372
"1048","rmse",75,"II","fit_all_stats",0.670478138628146
"1049","rmse",75,"II","fitsumStats",0.101642533140796
"1050","rmse",75,"II","fit_NT_stats",0.0934010522120697
"1051","R2",76,"II","fit_all_stats",0.99957585825062
"1052","R2",76,"II","fitsumStats",0.991283226470271
"1053","R2",76,"II","fit_NT_stats",0.999858293328293
"1054","rmse",76,"II","fit_all_stats",0.0673455997655505
"1055","rmse",76,"II","fitsumStats",0.043512575915682
"1056","rmse",76,"II","fit_NT_stats",0.00554794390799757
"1057","R2",77,"II","fit_all_stats",0.9990464826667
"1058","R2",77,"II","fitsumStats",0.995348841941081
"1059","R2",77,"II","fit_NT_stats",0.999209564650904
"1060","rmse",77,"II","fit_all_stats",0.117726100060136
"1061","rmse",77,"II","fitsumStats",0.0369402907866048
"1062","rmse",77,"II","fit_NT_stats",0.0152283530815728
"1063","R2",78,"II","fit_all_stats",0.998152686256128
"1064","R2",78,"II","fitsumStats",0.981986653776756
"1065","R2",78,"II","fit_NT_stats",0.999592500354501
"1066","rmse",78,"II","fit_all_stats",0.274200961920121
"1067","rmse",78,"II","fitsumStats",0.0831364625928288
"1068","rmse",78,"II","fit_NT_stats",0.0125042590115679
"1069","R2",79,"II","fit_all_stats",0.999605040790408
"1070","R2",79,"II","fitsumStats",0.994699552648217
"1071","R2",79,"II","fit_NT_stats",0.999330118105873
"1072","rmse",79,"II","fit_all_stats",0.0655548238610587
"1073","rmse",79,"II","fitsumStats",0.0363188620014629
"1074","rmse",79,"II","fit_NT_stats",0.0129114521280924
"1075","R2",80,"II","fit_all_stats",0.998842653704535
"1076","R2",80,"II","fitsumStats",0.975322077878099
"1077","R2",80,"II","fit_NT_stats",0.998382047436233
"1078","rmse",80,"II","fit_all_stats",0.174314457935496
"1079","rmse",80,"II","fitsumStats",0.0947343252394757
"1080","rmse",80,"II","fit_NT_stats",0.0242569371930737
"1081","R2",81,"II","fit_all_stats",0.998979193179791
"1082","R2",81,"II","fitsumStats",0.992892190273022
"1083","R2",81,"II","fit_NT_stats",0.999606580236614
"1084","rmse",81,"II","fit_all_stats",0.114234585138811
"1085","rmse",81,"II","fitsumStats",0.0410552580508144
"1086","rmse",81,"II","fit_NT_stats",0.00965892904951036
"1087","R2",82,"II","fit_all_stats",0.993074064633737
"1088","R2",82,"II","fitsumStats",0.992005021467556
"1089","R2",82,"II","fit_NT_stats",0.997843999647335
"1090","rmse",82,"II","fit_all_stats",0.402390050978522
"1091","rmse",82,"II","fitsumStats",0.0563204980763426
"1092","rmse",82,"II","fit_NT_stats",0.0292470622643237
"1093","R2",83,"II","fit_all_stats",0.997886333092987
"1094","R2",83,"II","fitsumStats",0.986730385029043
"1095","R2",83,"II","fit_NT_stats",0.999101086962002
"1096","rmse",83,"II","fit_all_stats",0.2510170175503
"1097","rmse",83,"II","fitsumStats",0.0715659797695603
"1098","rmse",83,"II","fit_NT_stats",0.0186267163147488
"1099","R2",84,"II","fit_all_stats",0.994319432570323
"1100","R2",84,"II","fitsumStats",0.980708239162825
"1101","R2",84,"II","fit_NT_stats",0.998995406132403
"1102","rmse",84,"II","fit_all_stats",0.387787713590245
"1103","rmse",84,"II","fitsumStats",0.0865826862435675
"1104","rmse",84,"II","fit_NT_stats",0.0197578817780241
"1105","R2",85,"II","fit_all_stats",0.999495871960348
"1106","R2",85,"II","fitsumStats",0.994962049386667
"1107","R2",85,"II","fit_NT_stats",0.999643771957385
"1108","rmse",85,"II","fit_all_stats",0.0831955857908208
"1109","rmse",85,"II","fitsumStats",0.0396208825928307
"1110","rmse",85,"II","fit_NT_stats",0.0105356478239801
"1111","R2",86,"II","fit_all_stats",0.972620547756329
"1112","R2",86,"II","fitsumStats",0.969058364289102
"1113","R2",86,"II","fit_NT_stats",0.995772386018414
"1114","rmse",86,"II","fit_all_stats",1.07665429899093
"1115","rmse",86,"II","fitsumStats",0.110190282327331
"1116","rmse",86,"II","fit_NT_stats",0.0407304608721259
"1117","R2",87,"II","fit_all_stats",0.997549311256272
"1118","R2",87,"II","fitsumStats",0.962337762604556
"1119","R2",87,"II","fit_NT_stats",0.998530062527118
"1120","rmse",87,"II","fit_all_stats",0.336868670229066
"1121","rmse",87,"II","fitsumStats",0.115059258197629
"1122","rmse",87,"II","fit_NT_stats",0.0227309686083236
"1123","R2",88,"II","fit_all_stats",0.999335397423706
"1124","R2",88,"II","fitsumStats",0.993136379457505
"1125","R2",88,"II","fit_NT_stats",0.999756823351263
"1126","rmse",88,"II","fit_all_stats",0.0909576645605776
"1127","rmse",88,"II","fitsumStats",0.043562751049092
"1128","rmse",88,"II","fit_NT_stats",0.00819973090419781
"1129","R2",89,"II","fit_all_stats",0.99941971055813
"1130","R2",89,"II","fitsumStats",0.997735809263491
"1131","R2",89,"II","fit_NT_stats",0.99963085565542
"1132","rmse",89,"II","fit_all_stats",0.0912167806723809
"1133","rmse",89,"II","fitsumStats",0.0256632354866116
"1134","rmse",89,"II","fit_NT_stats",0.0103622249042535
"1135","R2",90,"II","fit_all_stats",0.983203294688887
"1136","R2",90,"II","fitsumStats",0.789063705757927
"1137","R2",90,"II","fit_NT_stats",0.989440993856743
"1138","rmse",90,"II","fit_all_stats",0.52354007440665
"1139","rmse",90,"II","fitsumStats",0.312713806119557
"1140","rmse",90,"II","fit_NT_stats",0.0699653354611781
"1141","R2",91,"II","fit_all_stats",0.991879301632402
"1142","R2",91,"II","fitsumStats",0.981260208754954
"1143","R2",91,"II","fit_NT_stats",0.998608919140431
"1144","rmse",91,"II","fit_all_stats",1.18100409983595
"1145","rmse",91,"II","fitsumStats",0.115270675871132
"1146","rmse",91,"II","fit_NT_stats",0.0314060019092934
"1147","R2",92,"II","fit_all_stats",0.999176698844469
"1148","R2",92,"II","fitsumStats",0.997643222490717
"1149","R2",92,"II","fit_NT_stats",0.999730094264119
"1150","rmse",92,"II","fit_all_stats",0.103387938682692
"1151","rmse",92,"II","fitsumStats",0.0253486169941
"1152","rmse",92,"II","fit_NT_stats",0.00857829612167049
"1153","R2",93,"II","fit_all_stats",0.99994096112701
"1154","R2",93,"II","fitsumStats",0.999201178630752
"1155","R2",93,"II","fit_NT_stats",0.998838359527987
"1156","rmse",93,"II","fit_all_stats",0.0231993856006991
"1157","rmse",93,"II","fitsumStats",0.00655766048879383
"1158","rmse",93,"II","fit_NT_stats",0.00790787795941656
"1159","R2",94,"II","fit_all_stats",0.998471787132307
"1160","R2",94,"II","fitsumStats",0.988508620807107
"1161","R2",94,"II","fit_NT_stats",0.999542448392657
"1162","rmse",94,"II","fit_all_stats",0.194978012978428
"1163","rmse",94,"II","fitsumStats",0.0615557722663942
"1164","rmse",94,"II","fit_NT_stats",0.0122829518402761
"1165","R2",95,"II","fit_all_stats",0.998600695705314
"1166","R2",95,"II","fitsumStats",0.994429698153028
"1167","R2",95,"II","fit_NT_stats",0.999569959479238
"1168","rmse",95,"II","fit_all_stats",0.165539862144972
"1169","rmse",95,"II","fitsumStats",0.0421269386982283
"1170","rmse",95,"II","fit_NT_stats",0.011705102617765
"1171","R2",96,"II","fit_all_stats",0.996661886205828
"1172","R2",96,"II","fitsumStats",0.984475570701459
"1173","R2",96,"II","fit_NT_stats",0.978285322068773
"1174","rmse",96,"II","fit_all_stats",0.201438396941047
"1175","rmse",96,"II","fitsumStats",0.0545290505888899
"1176","rmse",96,"II","fit_NT_stats",0.0644906583555249
"1177","R2",97,"II","fit_all_stats",0.99834706951047
"1178","R2",97,"II","fitsumStats",0.941996932130122
"1179","R2",97,"II","fit_NT_stats",0.999318345095868
"1180","rmse",97,"II","fit_all_stats",0.217627361401878
"1181","rmse",97,"II","fitsumStats",0.146447081903714
"1182","rmse",97,"II","fit_NT_stats",0.0158758695544689
"1183","R2",98,"II","fit_all_stats",0.995871701564456
"1184","R2",98,"II","fitsumStats",0.911479799130252
"1185","R2",98,"II","fit_NT_stats",0.9980878586656
"1186","rmse",98,"II","fit_all_stats",0.790255128085629
"1187","rmse",98,"II","fitsumStats",0.227549054216001
"1188","rmse",98,"II","fit_NT_stats",0.0334436626647029
"1189","R2",99,"II","fit_all_stats",0.999986070633865
"1190","R2",99,"II","fitsumStats",0.99572302714098
"1191","R2",99,"II","fit_NT_stats",0.998904630506152
"1192","rmse",99,"II","fit_all_stats",0.012413714730753
"1193","rmse",99,"II","fitsumStats",0.00687149056293525
"1194","rmse",99,"II","fit_NT_stats",0.00347746708543367
"1195","R2",100,"II","fit_all_stats",0.998519751429456
"1196","R2",100,"II","fitsumStats",0.972808262026452
"1197","R2",100,"II","fit_NT_stats",0.999332035833129
"1198","rmse",100,"II","fit_all_stats",0.20330639778263
"1199","rmse",100,"II","fitsumStats",0.0987488880423245
"1200","rmse",100,"II","fit_NT_stats",0.0154771258241287
"1201","R2",1,"III","fit_all_stats",0.999956583297598
"1202","R2",1,"III","fitsumStats",0.99891118236955
"1203","R2",1,"III","fit_NT_stats",0.999715093117594
"1204","rmse",1,"III","fit_all_stats",0.0283594712397776
"1205","rmse",1,"III","fitsumStats",0.0172446701244006
"1206","rmse",1,"III","fit_NT_stats",0.00882122275531679
"1207","R2",2,"III","fit_all_stats",0.997809680186237
"1208","R2",2,"III","fitsumStats",0.977198933473295
"1209","R2",2,"III","fit_NT_stats",0.981444994583602
"1210","rmse",2,"III","fit_all_stats",0.282842652700199
"1211","rmse",2,"III","fitsumStats",0.149763378200395
"1212","rmse",2,"III","fit_NT_stats",0.135101008116086
"1213","R2",3,"III","fit_all_stats",0.999436369462036
"1214","R2",3,"III","fitsumStats",0.985237125458529
"1215","R2",3,"III","fit_NT_stats",0.999593215044489
"1216","rmse",3,"III","fit_all_stats",0.139990981688997
"1217","rmse",3,"III","fitsumStats",0.119945284137829
"1218","rmse",3,"III","fit_NT_stats",0.0199104077615018
"1219","R2",4,"III","fit_all_stats",0.999925078475672
"1220","R2",4,"III","fitsumStats",0.999520883260449
"1221","R2",4,"III","fit_NT_stats",0.999363598703371
"1222","rmse",4,"III","fit_all_stats",0.0351744756357386
"1223","rmse",4,"III","fitsumStats",0.0127227614068813
"1224","rmse",4,"III","fit_NT_stats",0.0146631149234203
"1225","R2",5,"III","fit_all_stats",0.999911332236503
"1226","R2",5,"III","fitsumStats",0.999454012615596
"1227","R2",5,"III","fit_NT_stats",0.999676248729597
"1228","rmse",5,"III","fit_all_stats",0.0568746108817092
"1229","rmse",5,"III","fitsumStats",0.0240745400205723
"1230","rmse",5,"III","fit_NT_stats",0.0185384079417964
"1231","R2",6,"III","fit_all_stats",0.999466640019129
"1232","R2",6,"III","fitsumStats",0.997604625350124
"1233","R2",6,"III","fit_NT_stats",0.999868600585715
"1234","rmse",6,"III","fit_all_stats",0.0830163082607401
"1235","rmse",6,"III","fitsumStats",0.0294899454137646
"1236","rmse",6,"III","fit_NT_stats",0.00690691257293329
"1237","R2",7,"III","fit_all_stats",0.998972151125297
"1238","R2",7,"III","fitsumStats",0.995884016819082
"1239","R2",7,"III","fit_NT_stats",0.999279865893554
"1240","rmse",7,"III","fit_all_stats",0.177374918136181
"1241","rmse",7,"III","fitsumStats",0.0591334673463891
"1242","rmse",7,"III","fit_NT_stats",0.0247345059055507
"1243","R2",8,"III","fit_all_stats",0.999954558655702
"1244","R2",8,"III","fitsumStats",0.999438915674967
"1245","R2",8,"III","fit_NT_stats",0.999880873536658
"1246","rmse",8,"III","fit_all_stats",0.0316743040734928
"1247","rmse",8,"III","fitsumStats",0.0169856615307163
"1248","rmse",8,"III","fit_NT_stats",0.00782658888861161
"1249","R2",9,"III","fit_all_stats",0.999451776831511
"1250","R2",9,"III","fitsumStats",0.998887960995269
"1251","R2",9,"III","fit_NT_stats",0.999714930489966
"1252","rmse",9,"III","fit_all_stats",0.108867164839804
"1253","rmse",9,"III","fitsumStats",0.0231714891087776
"1254","rmse",9,"III","fit_NT_stats",0.0117319261073046
"1255","R2",10,"III","fit_all_stats",0.999954911756291
"1256","R2",10,"III","fitsumStats",0.999066015733513
"1257","R2",10,"III","fit_NT_stats",0.998013393787532
"1258","rmse",10,"III","fit_all_stats",0.0308592728016744
"1259","rmse",10,"III","fitsumStats",0.017106015392597
"1260","rmse",10,"III","fit_NT_stats",0.0249479562018272
"1261","R2",11,"III","fit_all_stats",0.999517370125233
"1262","R2",11,"III","fitsumStats",0.996275273403255
"1263","R2",11,"III","fit_NT_stats",0.998922976435759
"1264","rmse",11,"III","fit_all_stats",0.136005165003818
"1265","rmse",11,"III","fitsumStats",0.0655379172236464
"1266","rmse",11,"III","fit_NT_stats",0.0352417964249971
"1267","R2",12,"III","fit_all_stats",0.999369727181627
"1268","R2",12,"III","fitsumStats",0.998595560145469
"1269","R2",12,"III","fit_NT_stats",0.998268429204845
"1270","rmse",12,"III","fit_all_stats",0.140781557590005
"1271","rmse",12,"III","fitsumStats",0.0263467978194444
"1272","rmse",12,"III","fit_NT_stats",0.0292547500807725
"1273","R2",13,"III","fit_all_stats",0.999829797943024
"1274","R2",13,"III","fitsumStats",0.995619539627587
"1275","R2",13,"III","fit_NT_stats",0.998425061338599
"1276","rmse",13,"III","fit_all_stats",0.0686387316582291
"1277","rmse",13,"III","fitsumStats",0.0561307024342332
"1278","rmse",13,"III","fit_NT_stats",0.0336567689417679
"1279","R2",14,"III","fit_all_stats",0.999879418643232
"1280","R2",14,"III","fitsumStats",0.996828829988093
"1281","R2",14,"III","fit_NT_stats",0.999616968301602
"1282","rmse",14,"III","fit_all_stats",0.0509509812039865
"1283","rmse",14,"III","fitsumStats",0.0370067578357658
"1284","rmse",14,"III","fit_NT_stats",0.0128614114896332
"1285","R2",15,"III","fit_all_stats",0.999944392505636
"1286","R2",15,"III","fitsumStats",0.995913188278417
"1287","R2",15,"III","fit_NT_stats",0.998732765197553
"1288","rmse",15,"III","fit_all_stats",0.0395398467510004
"1289","rmse",15,"III","fitsumStats",0.0228399378071924
"1290","rmse",15,"III","fit_NT_stats",0.0127183609914866
"1291","R2",16,"III","fit_all_stats",0.999993911550465
"1292","R2",16,"III","fitsumStats",0.999825643518679
"1293","R2",16,"III","fit_NT_stats",0.999774993375638
"1294","rmse",16,"III","fit_all_stats",0.0101052550250513
"1295","rmse",16,"III","fitsumStats",0.00418838000347151
"1296","rmse",16,"III","fit_NT_stats",0.00475800267234664
"1297","R2",17,"III","fit_all_stats",0.999043047576147
"1298","R2",17,"III","fitsumStats",0.997593914320871
"1299","R2",17,"III","fit_NT_stats",0.999838128720484
"1300","rmse",17,"III","fit_all_stats",0.115350026509521
"1301","rmse",17,"III","fitsumStats",0.0241401571410291
"1302","rmse",17,"III","fit_NT_stats",0.00626137115965846
"1303","R2",18,"III","fit_all_stats",0.999920784658903
"1304","R2",18,"III","fitsumStats",0.998828779263804
"1305","R2",18,"III","fit_NT_stats",0.999836376930517
"1306","rmse",18,"III","fit_all_stats",0.0534855628414063
"1307","rmse",18,"III","fitsumStats",0.0351924337093178
"1308","rmse",18,"III","fit_NT_stats",0.0131538290251813
"1309","R2",19,"III","fit_all_stats",0.999644156305219
"1310","R2",19,"III","fitsumStats",0.996999093811577
"1311","R2",19,"III","fit_NT_stats",0.990653592548316
"1312","rmse",19,"III","fit_all_stats",0.101548789601583
"1313","rmse",19,"III","fitsumStats",0.0507875415672157
"1314","rmse",19,"III","fit_NT_stats",0.0896299875696992
"1315","R2",20,"III","fit_all_stats",0.999649775942957
"1316","R2",20,"III","fitsumStats",0.997149265329214
"1317","R2",20,"III","fit_NT_stats",0.999742849589164
"1318","rmse",20,"III","fit_all_stats",0.12028227152813
"1319","rmse",20,"III","fitsumStats",0.0457174561208486
"1320","rmse",20,"III","fit_NT_stats",0.0137308451418274
"1321","R2",21,"III","fit_all_stats",0.999734030763719
"1322","R2",21,"III","fitsumStats",0.999763816686624
"1323","R2",21,"III","fit_NT_stats",0.999771885469271
"1324","rmse",21,"III","fit_all_stats",0.0422070765064913
"1325","rmse",21,"III","fitsumStats",0.00595440389407095
"1326","rmse",21,"III","fit_NT_stats",0.00585180923160145
"1327","R2",22,"III","fit_all_stats",0.999389990398365
"1328","R2",22,"III","fitsumStats",0.999428421094925
"1329","R2",22,"III","fit_NT_stats",0.999629186169433
"1330","rmse",22,"III","fit_all_stats",0.0702096204322311
"1331","rmse",22,"III","fitsumStats",0.0102694810054789
"1332","rmse",22,"III","fit_NT_stats",0.00827157785633823
"1333","R2",23,"III","fit_all_stats",0.999388987888398
"1334","R2",23,"III","fitsumStats",0.998395783547773
"1335","R2",23,"III","fit_NT_stats",0.999146451614578
"1336","rmse",23,"III","fit_all_stats",0.11526398046152
"1337","rmse",23,"III","fitsumStats",0.026678366634476
"1338","rmse",23,"III","fit_NT_stats",0.0194599547580644
"1339","R2",24,"III","fit_all_stats",0.998873239714291
"1340","R2",24,"III","fitsumStats",0.995264311736094
"1341","R2",24,"III","fit_NT_stats",0.99655370416162
"1342","rmse",24,"III","fit_all_stats",0.309224364778006
"1343","rmse",24,"III","fitsumStats",0.0640188791108953
"1344","rmse",24,"III","fit_NT_stats",0.0546125921540752
"1345","R2",25,"III","fit_all_stats",0.998609280558709
"1346","R2",25,"III","fitsumStats",0.996363847680002
"1347","R2",25,"III","fit_NT_stats",0.999762830555757
"1348","rmse",25,"III","fit_all_stats",0.316346776859288
"1349","rmse",25,"III","fitsumStats",0.0529572610252349
"1350","rmse",25,"III","fit_NT_stats",0.0135248933503436
"1351","R2",26,"III","fit_all_stats",0.999229240785849
"1352","R2",26,"III","fitsumStats",0.997826989810874
"1353","R2",26,"III","fit_NT_stats",0.999827646960681
"1354","rmse",26,"III","fit_all_stats",0.100481428483736
"1355","rmse",26,"III","fitsumStats",0.0260948401440938
"1356","rmse",26,"III","fit_NT_stats",0.00734908435740664
"1357","R2",27,"III","fit_all_stats",0.999226647580493
"1358","R2",27,"III","fitsumStats",0.99496910408066
"1359","R2",27,"III","fit_NT_stats",0.997601675443454
"1360","rmse",27,"III","fit_all_stats",0.148133765504907
"1361","rmse",27,"III","fitsumStats",0.0554754208464671
"1362","rmse",27,"III","fit_NT_stats",0.0383029229067085
